sacre_BLEU	TER	CHRF2
0.00	0.90	0.47
0.51	0.39	0.73
0.22	0.67	0.51
0.51	0.50	0.82
0.00	0.62	0.49
0.61	0.33	0.75
0.20	0.75	0.45
0.00	1.00	0.27
0.26	0.60	0.57
0.32	0.54	0.58
0.17	0.94	0.47
0.40	0.60	0.65
0.00	0.29	0.65
0.42	0.54	0.51
0.00	0.40	0.54
0.00	0.56	0.52
0.00	1.00	0.20
0.00	0.62	0.62
0.30	0.53	0.49
0.27	0.79	0.59
0.18	0.67	0.55
1.00	0.00	1.00
0.26	0.54	0.44
0.00	0.44	0.50
0.24	0.71	0.61
0.18	0.69	0.47
0.17	0.82	0.42
0.41	0.44	0.57
0.57	0.35	0.76
0.35	0.53	0.53
0.21	0.64	0.53
0.56	0.38	0.69
0.00	0.86	0.43
0.32	0.52	0.63
0.00	0.76	0.38
0.00	0.88	0.44
0.32	0.56	0.64
0.57	0.20	0.74
0.00	0.50	0.46
0.62	0.29	0.77
0.49	0.44	0.74
0.00	0.38	0.70
0.29	0.67	0.54
0.00	0.67	0.58
0.00	0.82	0.52
0.22	0.62	0.51
0.35	0.45	0.63
0.00	0.86	0.34
0.00	0.75	0.11
1.00	0.00	1.00
0.00	0.50	0.24
0.00	3.00	0.10
0.00	0.75	0.30
0.00	0.91	0.40
0.00	0.45	0.55
0.27	0.50	0.58
0.00	0.83	0.41
0.00	0.67	0.51
0.00	0.75	0.48
0.18	0.82	0.63
0.34	0.52	0.64
0.90	0.10	0.95
0.41	0.45	0.73
0.41	0.45	0.63
0.47	0.46	0.69
0.55	0.38	0.69
0.22	0.92	0.49
0.48	0.40	0.68
0.32	0.62	0.65
0.27	0.58	0.69
0.00	0.80	0.46
0.27	0.64	0.45
0.00	0.60	0.32
0.41	0.42	0.61
0.00	1.75	0.23
0.00	0.50	0.63
0.00	0.67	0.46
1.00	0.00	1.00
0.56	0.56	0.69
0.00	0.60	0.39
0.19	0.68	0.38
0.00	1.00	0.82
0.00	0.00	1.00
0.00	1.11	0.37
0.00	0.92	0.52
0.00	0.83	0.15
0.00	0.78	0.37
0.00	1.05	0.37
0.00	0.85	0.44
0.00	0.67	0.33
0.00	0.73	0.42
0.00	1.00	0.21
0.00	0.93	0.31
0.41	0.61	0.54
0.00	1.21	0.30
0.23	0.55	0.45
0.00	1.00	0.44
0.32	0.56	0.52
0.46	0.50	0.62
0.18	0.59	0.44
0.20	0.62	0.54
1.00	0.00	1.00
0.00	0.83	0.20
0.00	0.67	0.38
0.00	0.60	0.55
0.18	0.70	0.51
0.28	0.56	0.54
0.66	0.25	0.64
0.00	0.45	0.48
0.32	0.60	0.60
0.73	0.14	0.91
0.00	1.20	0.39
0.00	0.76	0.48
0.26	0.79	0.57
0.28	0.65	0.53
0.00	1.57	0.23
0.22	0.64	0.43
0.00	2.00	0.16
0.42	0.36	0.67
0.39	0.52	0.60
0.17	0.75	0.53
0.00	0.71	0.43
0.41	0.29	0.71
0.17	0.63	0.38
0.43	0.38	0.60
0.23	0.60	0.40
0.00	1.00	0.26
0.43	0.30	0.72
0.00	0.64	0.38
0.39	0.64	0.72
0.18	0.74	0.44
0.00	1.00	0.35
0.17	0.81	0.41
0.08	0.89	0.44
0.55	0.33	0.66
0.54	0.36	0.64
0.00	0.94	0.33
0.37	0.54	0.69
0.00	0.79	0.35
0.00	1.14	0.31
0.00	0.38	0.52
0.20	0.50	0.42
0.33	0.58	0.59
0.45	0.42	0.68
0.51	0.25	0.61
0.00	0.91	0.40
0.00	1.00	0.31
1.00	0.00	1.00
0.00	0.81	0.39
0.00	1.07	0.41
0.45	0.35	0.58
0.59	0.31	0.79
0.00	0.43	0.52
0.13	0.88	0.46
0.00	0.50	0.48
0.00	0.89	0.27
0.27	0.75	0.68
0.26	0.73	0.52
0.00	1.00	0.17
0.00	1.00	0.32
0.72	0.12	0.86
0.27	0.54	0.53
0.17	0.64	0.49
0.00	1.00	0.27
0.00	1.00	0.15
0.00	1.67	0.08
0.00	0.83	0.31
0.17	0.81	0.43
0.00	0.76	0.31
0.00	0.60	0.37
0.00	0.25	0.72
0.00	1.00	0.26
0.00	0.57	0.38
0.00	0.75	0.13
0.00	0.62	0.41
0.00	0.88	0.20
0.30	0.45	0.70
0.00	0.50	0.45
0.14	0.80	0.46
0.33	0.67	0.49
0.00	0.96	0.30
0.48	0.47	0.61
0.20	0.83	0.36
0.24	0.73	0.58
0.48	0.30	0.67
0.00	0.75	0.19
0.43	0.33	0.56
0.00	0.56	0.50
0.53	0.36	0.71
0.00	0.60	0.53
0.00	0.89	0.35
0.00	0.61	0.37
0.30	0.53	0.60
0.23	0.50	0.64
0.00	1.47	0.26
0.34	0.33	0.81
0.38	0.50	0.64
0.40	0.43	0.60
0.12	0.79	0.47
0.23	0.64	0.55
0.42	0.33	0.80
0.00	0.62	0.56
0.00	0.57	0.25
0.00	0.38	0.54
0.00	0.58	0.33
0.00	1.00	0.11
0.32	0.67	0.53
0.00	0.67	0.40
0.00	0.55	0.48
0.38	0.47	0.60
0.00	0.59	0.49
0.30	0.66	0.59
0.20	0.75	0.33
0.00	1.00	0.17
0.00	1.35	0.38
0.57	0.35	0.70
0.30	0.64	0.52
0.00	1.00	0.38
0.00	0.60	0.48
0.00	0.79	0.30
0.15	0.75	0.46
0.00	0.50	0.46
0.00	0.00	1.00
0.41	0.40	0.70
0.00	0.76	0.28
0.00	0.42	0.65
0.00	1.10	0.50
0.00	0.81	0.40
0.27	0.50	0.46
0.24	0.53	0.42
0.00	1.00	0.31
0.48	0.44	0.66
0.35	0.65	0.56
0.53	0.62	0.54
0.00	0.67	0.14
0.17	0.77	0.47
0.36	0.33	0.61
0.16	0.76	0.39
0.00	1.67	0.52
0.16	0.75	0.40
0.25	0.78	0.51
0.37	0.46	0.67
0.43	0.50	0.72
0.52	0.44	0.71
0.26	0.56	0.53
0.00	0.73	0.49
0.25	0.64	0.70
0.60	0.26	0.73
0.00	0.57	0.43
0.38	0.57	0.57
0.74	0.17	0.92
0.27	0.62	0.58
0.00	0.83	0.45
0.17	0.63	0.49
0.36	0.53	0.60
0.22	0.83	0.41
0.24	0.47	0.52
0.32	0.52	0.62
0.27	0.71	0.57
0.38	0.50	0.61
0.20	0.58	0.46
0.00	0.95	0.29
0.00	0.94	0.48
0.25	0.57	0.59
0.37	0.37	0.64
0.12	0.68	0.50
0.34	0.60	0.56
0.42	0.45	0.58
0.00	0.77	0.40
0.22	0.53	0.48
0.38	0.65	0.60
0.21	0.54	0.44
0.00	0.67	0.46
0.00	0.00	1.00
0.00	0.00	1.00
0.00	1.30	0.19
0.00	1.23	0.29
0.19	0.76	0.45
0.45	0.52	0.75
0.00	1.67	0.31
0.00	1.27	0.35
0.65	0.21	0.81
0.17	0.79	0.58
0.44	0.62	0.62
0.43	0.33	0.71
0.00	0.90	0.18
0.00	0.80	0.23
0.00	1.28	0.25
0.34	0.56	0.50
0.39	0.44	0.67
0.31	0.53	0.49
0.00	0.25	0.80
0.15	0.66	0.46
0.23	0.61	0.56
0.00	0.40	0.55
0.62	0.38	0.78
0.00	0.80	0.23
0.31	0.57	0.69
0.41	0.56	0.65
0.00	0.67	0.41
0.23	1.00	0.61
0.00	1.00	0.48
0.00	1.00	0.58
0.35	0.75	0.79
0.00	1.00	0.32
0.14	0.86	0.44
0.00	1.00	0.28
0.76	0.09	0.91
0.35	0.73	0.54
0.11	0.82	0.40
0.00	0.82	0.40
0.11	1.00	0.41
0.30	0.36	0.61
0.51	0.25	0.89
0.00	1.25	0.39
0.00	0.25	0.76
0.21	1.50	0.59
0.19	0.77	0.48
0.09	1.09	0.39
0.29	0.56	0.67
0.00	1.00	0.77
0.71	0.22	0.71
0.37	0.67	0.35
0.00	1.20	0.26
0.00	0.75	0.31
0.00	0.71	0.39
