sacre_BLEU	TER	CHRF2
0.00	1.10	0.36
0.51	0.39	0.74
0.26	0.56	0.55
0.51	0.50	0.82
0.26	0.50	0.53
0.61	0.33	0.75
0.19	0.75	0.39
0.00	1.00	0.27
0.22	0.60	0.50
0.15	0.63	0.52
0.19	0.69	0.52
0.42	0.53	0.65
0.38	0.29	0.48
0.30	0.62	0.48
0.00	0.40	0.48
0.00	0.56	0.41
0.00	1.00	0.13
0.00	0.69	0.52
0.29	0.53	0.48
0.42	0.50	0.65
0.30	0.42	0.71
1.00	0.00	1.00
0.26	0.54	0.44
0.00	0.44	0.50
0.19	0.76	0.49
0.19	0.57	0.53
0.24	0.82	0.29
0.45	0.40	0.58
0.57	0.35	0.75
0.23	0.53	0.40
0.27	0.55	0.57
0.40	0.46	0.66
0.30	0.43	0.64
0.21	0.71	0.51
0.00	0.76	0.37
0.00	0.88	0.44
0.30	0.56	0.69
0.56	0.30	0.74
0.00	0.50	0.46
0.40	0.47	0.67
0.49	0.44	0.74
0.00	0.50	0.69
0.27	0.73	0.53
0.51	0.33	0.73
0.00	0.88	0.52
0.19	0.77	0.48
0.35	0.45	0.69
0.00	0.86	0.34
0.00	0.75	0.11
0.00	0.33	0.73
0.00	0.50	0.24
0.00	3.00	0.10
0.00	0.75	0.30
0.00	0.45	0.55
0.00	0.45	0.55
0.33	0.60	0.54
0.25	0.83	0.62
0.34	0.50	0.64
0.00	0.75	0.48
0.29	0.91	0.63
0.34	0.52	0.65
0.90	0.10	0.95
0.37	0.55	0.68
0.41	0.45	0.63
0.47	0.46	0.69
0.00	0.62	0.56
0.22	0.92	0.49
0.41	0.60	0.64
0.25	0.69	0.60
0.44	0.42	0.79
0.00	0.90	0.44
0.00	0.86	0.47
0.00	0.60	0.30
0.00	0.67	0.31
0.00	1.75	0.23
0.36	0.38	0.67
0.00	0.50	0.52
1.00	0.00	1.00
0.56	0.56	0.69
0.00	0.60	0.45
0.17	0.68	0.42
0.00	0.00	0.88
0.00	0.00	1.00
0.10	1.21	0.37
0.00	1.00	0.34
0.00	0.83	0.15
0.00	0.78	0.37
0.00	1.10	0.39
0.00	0.90	0.41
0.00	0.67	0.28
0.00	0.77	0.39
0.00	0.93	0.21
0.00	0.93	0.28
0.14	0.74	0.42
0.00	1.26	0.33
0.19	0.65	0.39
0.00	1.17	0.33
0.26	0.62	0.48
0.46	0.50	0.62
0.19	0.62	0.48
0.20	0.67	0.53
1.00	0.00	1.00
0.00	0.83	0.20
0.16	0.62	0.45
0.00	0.20	0.71
0.00	0.75	0.41
0.00	0.89	0.41
0.66	0.25	0.64
0.00	0.45	0.48
0.26	0.60	0.57
0.00	0.71	0.38
0.00	1.40	0.37
0.00	0.84	0.45
0.23	0.89	0.58
0.24	0.76	0.45
0.00	1.86	0.25
0.00	0.91	0.38
0.00	2.00	0.16
0.42	0.36	0.67
0.20	0.71	0.49
0.17	0.80	0.53
0.00	0.71	0.43
0.41	0.29	0.71
0.00	0.68	0.35
0.00	0.88	0.56
0.00	0.75	0.28
0.00	1.00	0.18
0.25	0.43	0.58
0.00	0.64	0.31
0.33	0.71	0.64
0.18	0.84	0.39
0.00	1.11	0.29
0.00	0.90	0.36
0.06	1.14	0.41
0.45	0.38	0.59
0.55	0.27	0.69
0.00	1.00	0.37
0.15	1.15	0.59
0.00	0.84	0.36
0.00	1.14	0.31
0.00	0.38	0.52
0.20	0.50	0.42
0.21	0.69	0.53
0.37	0.58	0.64
0.60	0.12	0.82
0.00	1.00	0.39
0.00	1.11	0.33
1.00	0.00	1.00
0.00	0.88	0.35
0.00	1.21	0.41
0.41	0.39	0.59
0.59	0.31	0.77
0.00	0.43	0.52
0.13	0.88	0.46
0.00	0.58	0.45
0.00	0.89	0.27
0.29	0.75	0.58
0.26	0.73	0.52
0.00	0.83	0.16
0.00	0.91	0.34
0.72	0.12	0.86
0.27	0.46	0.54
0.15	0.73	0.45
0.00	1.00	0.27
0.00	1.00	0.15
0.00	1.67	0.08
0.00	0.83	0.31
0.19	0.71	0.44
0.00	1.00	0.27
0.00	0.60	0.37
0.00	0.25	0.72
0.00	1.00	0.26
0.00	0.43	0.62
0.00	1.00	0.14
0.00	0.77	0.48
0.00	0.88	0.20
0.30	0.45	0.69
0.29	0.50	0.60
0.14	0.80	0.45
0.24	0.78	0.56
0.00	0.88	0.30
0.57	0.33	0.62
0.21	0.72	0.41
0.00	0.80	0.56
0.41	0.40	0.55
0.00	0.88	0.17
0.34	0.42	0.49
0.00	0.33	0.63
0.49	0.45	0.69
0.00	0.80	0.43
0.00	0.95	0.32
0.00	0.61	0.40
0.36	0.40	0.63
0.21	0.58	0.64
0.00	1.47	0.23
0.64	0.17	0.91
0.34	0.62	0.56
0.25	0.50	0.55
0.16	0.63	0.54
0.24	0.64	0.53
0.00	0.67	0.68
0.33	0.62	0.72
0.00	0.57	0.25
0.38	0.38	0.61
0.00	0.67	0.53
0.00	1.00	0.11
0.32	0.67	0.53
0.00	0.73	0.36
0.00	0.59	0.44
0.38	0.47	0.59
0.26	0.55	0.55
0.18	0.69	0.56
0.20	0.75	0.32
