sacre_BLEU	TER	CHRF2
0.00	0.90	0.47
0.51	0.39	0.73
0.22	0.67	0.51
0.60	0.33	0.90
0.00	0.62	0.50
0.61	0.33	0.75
0.20	0.75	0.42
0.00	1.00	0.27
0.23	0.62	0.57
0.22	0.61	0.56
0.16	1.06	0.50
0.40	0.60	0.65
0.00	0.43	0.42
0.58	0.46	0.60
0.00	0.40	0.48
0.00	0.56	0.49
0.00	1.00	0.39
0.00	0.62	0.62
0.39	0.47	0.51
0.46	0.43	0.69
0.25	0.42	0.63
1.00	0.00	1.00
0.24	0.62	0.43
0.00	0.44	0.50
0.24	0.71	0.61
0.17	0.69	0.47
0.17	0.82	0.42
0.45	0.40	0.58
0.64	0.35	0.82
0.35	0.53	0.53
0.21	0.64	0.50
0.40	0.46	0.66
0.00	0.86	0.43
0.31	0.55	0.62
0.00	0.76	0.37
0.00	0.88	0.45
0.32	0.56	0.64
0.61	0.20	0.76
0.00	0.62	0.36
0.40	0.41	0.71
0.49	0.44	0.74
0.66	0.12	0.90
0.29	0.67	0.54
0.60	0.33	0.89
0.00	1.00	0.49
0.17	0.82	0.47
0.33	0.55	0.63
0.00	0.86	0.34
0.00	1.00	0.15
1.00	0.00	1.00
0.00	0.00	1.00
0.00	4.00	0.10
0.00	0.75	0.28
0.00	0.73	0.44
0.00	0.45	0.55
0.33	0.60	0.50
0.00	1.00	0.42
0.34	0.50	0.64
0.00	0.75	0.55
0.44	0.55	0.75
0.26	0.62	0.53
0.90	0.10	0.95
0.38	0.55	0.72
0.32	0.73	0.59
0.47	0.46	0.68
0.39	0.54	0.60
0.22	0.92	0.49
0.46	0.45	0.67
0.19	0.69	0.62
0.42	0.47	0.77
0.00	0.80	0.46
0.00	0.79	0.35
0.00	0.60	0.33
0.50	0.25	0.59
0.00	1.50	0.17
0.71	0.12	0.84
0.00	0.67	0.46
1.00	0.00	1.00
0.58	0.44	0.71
0.00	0.60	0.34
0.12	0.95	0.37
0.00	1.00	0.82
0.00	0.00	1.00
0.00	1.21	0.33
0.00	0.92	0.34
0.00	0.83	0.16
0.00	0.78	0.37
0.00	1.05	0.38
0.00	1.00	0.36
0.00	0.83	0.33
0.00	0.73	0.40
0.00	1.13	0.23
0.00	1.13	0.36
0.41	0.61	0.54
0.00	1.29	0.31
0.19	0.65	0.43
0.00	1.22	0.32
0.19	0.75	0.49
0.42	0.50	0.63
0.12	0.62	0.43
0.19	0.67	0.55
1.00	0.00	1.00
0.00	0.83	0.29
0.16	0.62	0.40
0.00	0.40	0.43
0.00	0.86	0.40
0.00	0.89	0.41
0.66	0.25	0.64
0.00	0.45	0.48
0.00	0.97	0.41
0.35	0.29	0.64
0.00	1.20	0.38
0.00	0.84	0.48
0.14	0.95	0.50
0.00	0.82	0.40
0.00	2.00	0.22
0.22	0.73	0.49
0.00	2.00	0.16
0.39	0.55	0.65
0.15	0.71	0.46
0.29	0.65	0.55
0.00	0.71	0.43
0.41	0.29	0.71
0.17	0.63	0.37
0.00	0.88	0.55
0.24	0.60	0.40
0.00	1.00	0.28
0.26	0.39	0.63
0.61	0.29	0.68
0.39	0.64	0.72
0.10	0.87	0.36
0.00	1.00	0.35
0.27	0.71	0.45
0.07	1.09	0.46
0.55	0.33	0.66
0.50	0.45	0.63
0.00	1.00	0.34
0.17	1.00	0.59
0.00	0.95	0.26
0.00	1.00	0.30
0.00	0.38	0.52
0.00	0.64	0.33
0.20	0.73	0.52
0.45	0.42	0.71
0.60	0.12	0.82
0.00	0.73	0.56
0.00	1.00	0.31
1.00	0.00	1.00
0.00	0.81	0.39
0.00	1.14	0.40
0.35	0.42	0.54
0.59	0.31	0.79
0.00	0.43	0.52
0.13	0.88	0.44
0.00	0.50	0.48
0.00	0.89	0.27
0.00	1.25	0.55
0.26	0.73	0.51
0.00	1.00	0.45
0.00	1.00	0.32
0.72	0.12	0.86
0.23	0.69	0.51
0.17	0.64	0.49
0.00	1.00	0.27
0.00	1.00	0.15
0.00	2.00	0.10
0.00	0.83	0.31
0.17	0.81	0.40
0.00	1.00	0.26
0.00	0.60	0.37
0.00	0.25	0.72
0.00	1.00	0.26
0.00	0.43	0.65
0.00	1.00	0.16
0.00	0.77	0.40
0.00	0.88	0.21
0.24	0.55	0.64
0.27	0.75	0.51
0.16	0.76	0.48
0.00	0.78	0.41
0.00	0.92	0.29
0.15	0.80	0.43
0.00	0.89	0.28
0.00	0.80	0.50
0.41	0.40	0.55
0.23	0.62	0.47
0.49	0.17	0.67
0.00	0.33	0.63
0.53	0.36	0.71
0.00	0.60	0.53
0.00	0.84	0.34
0.00	0.70	0.32
0.36	0.47	0.63
0.16	0.83	0.57
0.00	1.47	0.23
0.64	0.17	0.91
0.31	0.75	0.55
0.00	0.57	0.49
0.15	0.68	0.48
0.27	0.55	0.61
0.42	0.33	0.80
0.00	0.62	0.53
0.00	0.86	0.18
0.40	0.38	0.61
0.00	0.67	0.53
0.00	1.00	0.11
0.32	0.67	0.53
0.00	0.73	0.43
0.00	0.55	0.46
0.38	0.47	0.60
0.36	0.52	0.63
0.25	0.62	0.61
0.18	0.75	0.33
0.00	1.00	0.28
0.00	1.20	0.37
0.51	0.35	0.65
0.26	0.73	0.50
0.00	1.00	0.38
0.00	0.40	0.61
0.00	0.64	0.36
0.25	0.66	0.52
1.00	1.00	0.78
0.00	0.00	1.00
0.41	0.40	0.70
0.00	0.76	0.28
0.00	0.67	0.55
0.00	1.10	0.50
0.00	0.81	0.47
0.27	0.50	0.46
0.32	0.47	0.51
0.00	1.00	0.30
0.56	0.33	0.68
0.35	0.65	0.56
0.53	0.62	0.54
0.00	0.50	0.29
0.17	0.82	0.45
0.23	0.38	0.55
0.20	0.76	0.43
0.00	1.67	0.52
0.19	0.64	0.49
0.25	0.78	0.51
0.36	0.46	0.65
0.22	0.79	0.49
0.54	0.42	0.70
0.25	0.56	0.53
0.19	0.61	0.56
0.25	0.64	0.70
0.57	0.30	0.76
0.00	0.57	0.43
0.33	0.50	0.58
0.53	0.33	0.76
0.18	0.69	0.53
0.00	0.78	0.45
0.00	0.89	0.42
0.22	0.70	0.52
0.00	1.06	0.31
0.20	0.65	0.45
0.31	0.55	0.61
0.62	0.41	0.82
0.56	0.28	0.81
0.20	0.58	0.49
0.00	0.95	0.27
0.00	1.06	0.44
0.44	0.50	0.67
0.38	0.32	0.66
0.10	0.76	0.52
0.34	0.53	0.54
0.38	0.50	0.57
0.00	0.81	0.40
0.00	0.71	0.43
0.33	0.73	0.65
0.21	0.54	0.44
0.00	0.67	0.46
0.00	0.00	1.00
0.00	0.00	1.00
0.00	1.30	0.20
0.00	1.15	0.28
0.20	0.71	0.51
0.61	0.30	0.83
0.00	1.67	0.31
0.00	1.36	0.33
0.82	0.07	0.96
0.21	0.75	0.59
0.44	0.62	0.59
0.43	0.33	0.71
0.20	0.80	0.46
0.00	1.00	0.24
0.00	1.28	0.22
0.44	0.33	0.70
0.41	0.44	0.71
0.27	0.58	0.41
0.00	0.25	0.81
0.17	0.62	0.50
0.23	0.61	0.55
0.00	0.20	0.78
0.45	0.62	0.67
0.00	0.80	0.23
0.31	0.57	0.69
0.51	0.38	0.75
0.00	0.83	0.37
0.23	1.11	0.59
0.00	1.00	0.42
0.00	0.89	0.51
0.35	0.75	0.79
0.00	0.91	0.36
0.14	0.86	0.44
0.00	0.96	0.39
0.39	0.45	0.63
0.35	0.73	0.54
0.11	0.82	0.40
0.00	0.91	0.38
0.00	1.05	0.38
0.25	0.55	0.53
0.51	0.25	0.89
0.00	1.38	0.36
0.00	0.25	0.76
0.00	2.25	0.49
0.17	0.92	0.47
0.00	1.17	0.41
0.29	0.56	0.67
0.00	1.00	0.74
0.60	0.33	0.66
0.00	0.89	0.16
0.00	1.20	0.26
0.00	0.62	0.40
0.17	0.64	0.45
