sacre_BLEU	TER	CHRF2
0.00	1.10	0.36
0.51	0.39	0.79
0.21	0.67	0.52
0.60	0.33	0.90
0.00	0.50	0.51
0.61	0.33	0.75
0.20	0.75	0.43
0.00	1.00	0.27
0.23	0.60	0.56
0.28	0.63	0.54
0.16	0.94	0.51
0.40	0.60	0.65
0.38	0.29	0.48
0.58	0.46	0.60
0.29	0.40	0.63
0.00	0.44	0.52
0.00	0.50	0.75
0.00	0.62	0.62
0.31	0.47	0.49
0.23	0.86	0.57
0.34	0.42	0.66
1.00	0.00	1.00
0.26	0.54	0.44
0.00	0.78	0.45
0.24	0.71	0.61
0.18	0.69	0.48
0.34	0.55	0.32
0.48	0.44	0.61
0.60	0.29	0.76
0.34	0.47	0.58
0.22	0.55	0.61
0.43	0.46	0.66
0.00	0.86	0.43
0.33	0.50	0.67
0.00	0.65	0.43
0.36	0.50	0.68
0.36	0.50	0.71
0.58	0.30	0.65
0.00	0.50	0.46
0.40	0.41	0.72
0.40	0.50	0.65
0.00	0.50	0.69
0.00	0.93	0.35
0.00	0.67	0.43
0.00	0.88	0.57
0.19	0.72	0.48
0.38	0.36	0.69
0.75	0.14	0.74
0.00	0.75	0.11
1.00	0.00	1.00
0.00	0.00	1.00
0.00	4.00	0.10
0.00	0.75	0.30
0.00	0.73	0.37
0.00	0.45	0.55
0.33	0.60	0.50
0.00	0.83	0.41
0.00	0.67	0.51
0.38	0.50	0.72
0.19	0.82	0.61
0.47	0.43	0.69
0.63	0.20	0.82
0.42	0.45	0.73
0.34	0.50	0.58
0.47	0.46	0.68
0.44	0.54	0.62
0.22	0.92	0.49
0.40	0.50	0.64
0.38	0.38	0.68
0.54	0.32	0.87
0.00	0.80	0.51
0.00	0.79	0.48
0.00	0.60	0.32
0.41	0.42	0.56
0.00	1.50	0.24
0.36	0.38	0.67
0.00	0.33	0.63
1.00	0.00	1.00
0.30	0.78	0.52
0.00	0.80	0.29
0.16	0.73	0.37
0.00	1.00	0.82
0.00	0.00	1.00
0.00	1.26	0.36
0.00	1.00	0.52
0.00	0.83	0.16
0.00	0.78	0.37
0.00	1.10	0.37
0.23	0.70	0.56
0.00	0.83	0.37
0.00	0.77	0.38
0.00	1.13	0.22
0.00	1.20	0.35
0.42	0.57	0.57
0.00	1.13	0.33
0.39	0.50	0.53
0.00	1.06	0.38
0.32	0.56	0.52
0.36	0.54	0.61
0.20	0.56	0.48
0.13	0.72	0.45
1.00	0.00	1.00
0.00	0.83	0.32
0.15	0.67	0.39
0.00	0.20	0.71
0.19	0.64	0.49
0.28	0.56	0.54
0.66	0.25	0.64
0.00	0.45	0.48
0.23	0.80	0.53
0.73	0.14	0.91
0.00	1.20	0.41
0.00	0.84	0.54
0.26	0.84	0.62
0.25	0.71	0.46
0.00	1.57	0.22
0.00	0.82	0.37
0.00	2.00	0.16
0.42	0.36	0.66
0.39	0.52	0.59
0.17	0.80	0.53
0.00	0.71	0.43
0.41	0.29	0.71
0.00	0.68	0.35
0.33	0.38	0.61
0.24	0.55	0.55
0.00	0.67	0.26
0.39	0.35	0.71
0.00	0.64	0.42
0.25	0.71	0.64
0.21	0.74	0.44
0.00	1.00	0.32
0.00	0.90	0.36
0.08	0.94	0.45
0.55	0.33	0.66
0.55	0.27	0.67
0.00	0.94	0.34
0.19	0.77	0.59
0.00	0.89	0.28
0.00	1.00	0.31
0.00	0.38	0.52
0.00	0.71	0.43
0.21	0.69	0.53
0.46	0.42	0.70
0.60	0.12	0.82
0.00	0.91	0.33
0.00	0.89	0.31
1.00	0.00	1.00
0.20	0.81	0.51
0.00	1.07	0.48
0.41	0.39	0.59
0.59	0.31	0.79
0.00	0.71	0.28
0.13	0.88	0.43
0.00	0.58	0.45
0.00	0.89	0.27
0.27	0.75	0.68
0.26	0.73	0.52
0.00	1.17	0.22
0.00	0.91	0.31
0.47	0.25	0.73
0.47	0.38	0.67
0.17	0.73	0.45
0.00	0.91	0.27
0.00	0.75	0.16
0.00	2.00	0.12
0.00	0.83	0.31
0.19	0.71	0.44
0.00	1.00	0.28
0.00	0.60	0.37
0.00	0.25	0.72
0.26	1.20	0.46
0.00	0.71	0.38
0.00	1.00	0.09
0.00	0.46	0.52
0.00	1.00	0.19
0.30	0.45	0.70
0.00	0.50	0.45
0.16	0.80	0.51
0.36	0.67	0.64
0.00	0.96	0.30
0.41	0.73	0.59
0.20	0.72	0.39
0.24	0.73	0.58
0.42	0.30	0.64
0.42	0.38	0.58
0.43	0.33	0.56
0.00	0.56	0.50
0.41	0.64	0.63
0.00	0.90	0.48
0.00	0.89	0.35
0.00	0.52	0.40
0.26	0.67	0.54
0.00	1.00	0.43
0.00	1.47	0.26
0.34	0.33	0.81
0.00	0.75	0.54
0.47	0.36	0.66
0.25	0.63	0.57
0.19	0.73	0.46
0.38	0.33	0.79
0.30	0.62	0.58
0.00	0.71	0.23
0.40	0.38	0.61
0.30	0.42	0.59
0.00	1.00	0.11
0.37	0.50	0.53
0.00	0.67	0.40
0.00	0.68	0.50
0.18	0.67	0.40
0.20	0.66	0.49
0.18	0.69	0.56
0.20	0.75	0.33
0.00	1.00	0.17
0.00	1.35	0.38
0.61	0.18	0.78
0.30	0.70	0.53
0.14	0.93	0.41
0.00	0.40	0.62
0.00	0.71	0.36
0.15	0.81	0.43
1.00	0.00	1.00
0.00	0.00	1.00
0.37	0.45	0.66
0.26	0.53	0.51
0.00	0.67	0.55
0.00	1.10	0.50
0.00	0.81	0.49
0.23	0.62	0.35
0.29	0.67	0.44
0.00	0.90	0.34
0.48	0.44	0.66
0.23	0.59	0.57
0.32	0.75	0.38
0.00	0.67	0.14
0.17	0.77	0.44
0.36	0.33	0.61
0.00	0.80	0.37
0.00	0.67	0.61
0.15	0.75	0.39
0.16	0.89	0.46
0.46	0.40	0.69
0.22	0.86	0.45
0.59	0.33	0.73
0.28	0.56	0.60
0.00	0.73	0.51
0.25	0.64	0.70
0.48	0.39	0.67
0.00	0.71	0.32
0.44	0.43	0.64
0.68	0.25	0.79
0.18	0.69	0.53
0.00	0.78	0.46
0.25	0.58	0.51
0.31	0.63	0.55
0.32	0.78	0.55
0.00	0.65	0.37
0.30	0.55	0.61
0.40	0.53	0.72
0.46	0.44	0.72
0.00	0.63	0.40
0.00	0.95	0.30
0.00	1.06	0.43
0.25	0.57	0.59
0.37	0.37	0.64
0.00	0.74	0.52
0.40	0.47	0.57
0.47	0.40	0.63
0.00	0.77	0.39
0.22	0.53	0.49
0.41	0.60	0.67
0.00	0.77	0.29
0.00	0.67	0.46
0.00	0.00	1.00
0.00	0.00	1.00
0.00	1.20	0.27
0.00	1.00	0.31
0.20	0.71	0.53
0.52	0.39	0.75
0.00	1.67	0.25
0.00	1.45	0.31
0.75	0.14	0.86
0.37	0.54	0.70
0.44	0.62	0.62
0.43	0.33	0.71
0.00	0.80	0.35
0.00	1.00	0.24
0.00	1.00	0.39
0.36	0.56	0.53
0.33	0.50	0.58
0.26	0.63	0.49
0.00	0.50	0.41
0.23	0.66	0.52
0.30	0.52	0.56
0.64	0.20	0.76
0.53	0.54	0.74
0.00	0.80	0.23
0.25	0.86	0.60
0.51	0.44	0.75
0.00	0.83	0.31
0.23	1.00	0.61
0.00	1.00	0.48
0.00	0.89	0.51
0.35	1.00	0.80
0.00	0.86	0.37
0.00	0.93	0.39
0.00	1.04	0.39
0.76	0.09	0.88
0.17	0.91	0.34
0.14	0.68	0.41
0.00	0.91	0.40
0.00	1.05	0.37
0.30	0.36	0.61
0.51	0.25	0.89
0.00	1.38	0.38
0.00	0.25	0.76
0.00	1.25	0.51
0.23	0.69	0.54
0.09	1.00	0.38
0.29	0.56	0.67
0.00	1.00	0.77
0.60	0.33	0.53
0.00	0.89	0.18
0.00	1.10	0.26
0.00	0.75	0.31
0.00	0.86	0.36
0.00	1.17	0.43
0.00	1.60	0.34
0.14	1.00	0.45
0.00	1.00	0.30
0.27	0.85	0.54
0.00	1.29	0.31
0.27	0.45	0.63
0.31	0.64	0.45
0.31	0.62	0.55
0.00	0.83	0.27
0.00	1.15	0.25
0.66	0.25	0.62
0.68	0.38	0.81
0.00	1.25	0.16
0.00	0.71	0.47
0.36	0.53	0.55
0.00	0.64	0.58
0.00	1.12	0.32
0.00	0.80	0.26
0.14	0.94	0.52
0.23	0.60	0.41
0.16	0.61	0.51
0.00	0.00	1.00
0.65	0.18	0.81
0.00	0.00	1.00
0.00	0.00	1.00
0.00	0.57	0.51
0.66	0.20	0.77
0.45	0.36	0.71
0.00	0.75	0.11
0.00	0.69	0.47
0.31	0.52	0.64
0.59	0.23	0.75
0.00	1.00	0.43
0.00	1.20	0.24
0.30	0.52	0.63
0.28	0.62	0.53
0.00	1.17	0.10
1.00	0.00	1.00
0.32	0.79	0.54
0.43	0.55	0.61
0.50	0.47	0.61
0.25	0.53	0.60
0.32	0.57	0.46
0.00	0.81	0.48
0.20	0.78	0.45
0.00	1.00	0.04
0.00	1.00	0.42
0.00	0.75	0.28
0.23	0.92	0.42
0.26	0.62	0.46
1.00	0.00	1.00
0.27	0.64	0.51
0.36	0.57	0.55
0.44	0.25	0.74
0.00	0.00	1.00
0.00	0.00	1.00
0.65	0.38	0.82
0.34	0.50	0.69
0.00	1.00	0.20
0.00	1.67	0.14
0.00	0.86	0.54
0.00	1.00	0.09
0.29	0.73	0.44
0.00	0.73	0.38
0.16	0.93	0.59
0.00	1.00	0.41
0.00	0.73	0.42
1.00	0.00	1.00
0.37	0.33	0.67
0.00	0.50	0.58
0.40	0.41	0.56
0.00	0.78	0.51
0.00	0.89	0.29
0.13	0.71	0.51
0.21	0.69	0.51
0.00	0.88	0.38
0.15	1.00	0.42
0.32	0.43	0.62
0.30	0.56	0.50
0.33	0.52	0.63
0.00	0.71	0.40
0.00	0.55	0.53
0.00	0.76	0.52
0.00	0.89	0.36
0.42	0.37	0.70
0.24	0.72	0.53
0.00	0.77	0.47
0.00	1.00	0.07
0.00	1.17	0.47
0.21	0.67	0.54
0.09	1.38	0.48
0.31	0.62	0.42
0.00	0.80	0.35
0.00	0.93	0.29
0.11	0.89	0.45
0.41	0.88	0.71
0.00	0.67	0.37
0.13	0.76	0.42
0.00	0.50	0.22
0.00	1.00	0.29
0.17	0.56	0.40
0.17	0.76	0.49
0.00	0.57	0.63
0.00	1.04	0.29
0.19	0.84	0.49
0.17	0.71	0.39
0.06	1.28	0.43
0.00	1.09	0.36
0.30	0.62	0.64
0.22	0.55	0.52
0.28	1.00	0.61
0.00	0.75	0.31
0.00	0.40	0.68
0.00	1.75	0.11
0.19	0.73	0.48
0.26	0.64	0.53
0.00	0.71	0.33
0.00	0.50	0.44
0.32	0.71	0.57
0.00	0.86	0.30
0.00	1.00	0.19
0.00	0.90	0.18
0.00	0.75	0.47
0.40	0.50	0.68
0.00	1.25	0.12
0.00	0.25	0.73
0.00	0.70	0.50
0.34	0.57	0.53
1.00	0.00	1.00
0.41	0.57	0.68
0.00	0.88	0.28
0.30	0.60	0.52
0.00	1.00	0.15
0.37	0.25	0.67
0.53	0.42	0.72
0.00	0.89	0.28
0.00	1.00	0.49
0.19	0.83	0.53
0.30	0.50	0.54
0.00	1.00	0.43
0.34	0.44	0.61
0.00	0.75	0.30
0.00	0.88	0.26
0.21	0.79	0.50
0.35	0.65	0.57
0.14	0.88	0.28
0.00	0.75	0.40
0.40	0.50	0.63
0.80	0.22	0.91
0.00	0.86	0.47
0.43	0.47	0.68
0.00	0.86	0.31
0.49	0.20	0.67
0.00	2.50	0.09
0.18	0.80	0.62
0.29	0.62	0.56
0.00	0.58	0.48
0.28	0.54	0.66
0.00	1.17	0.18
0.29	1.00	0.52
0.00	0.67	0.46
0.00	0.40	0.66
0.35	0.38	0.50
0.19	0.90	0.49
0.00	0.83	0.55
0.65	0.25	0.83
0.00	0.60	0.68
0.00	0.67	0.61
0.00	1.00	0.13
0.00	0.67	0.45
0.00	0.57	0.59
0.00	0.58	0.43
0.00	0.75	0.42
0.00	1.17	0.27
0.22	0.65	0.50
0.26	0.69	0.50
0.00	1.00	0.22
0.30	0.44	0.68
0.61	0.20	0.92
0.00	0.75	0.53
0.00	0.20	0.70
0.22	0.82	0.53
0.25	0.72	0.53
0.00	0.00	1.00
0.00	0.00	1.00
