sacre_BLEU	TER	CHRF2
0.00	1.10	0.36
0.51	0.39	0.73
0.22	0.67	0.52
0.51	0.50	0.82
0.00	0.75	0.48
0.49	0.40	0.67
0.20	0.75	0.42
0.00	1.00	0.27
0.27	0.55	0.54
0.14	0.61	0.49
0.17	0.94	0.47
0.40	0.60	0.65
0.00	0.71	0.32
0.34	0.62	0.42
0.00	0.40	0.50
0.00	0.78	0.40
0.00	1.00	0.16
0.00	0.77	0.47
0.25	0.59	0.48
0.00	0.71	0.43
0.00	1.00	0.41
1.00	0.00	1.00
0.19	0.65	0.39
0.00	0.44	0.44
0.23	0.67	0.60
0.23	0.71	0.49
0.18	0.73	0.26
0.41	0.52	0.55
0.46	0.41	0.64
0.34	0.53	0.52
0.24	0.59	0.54
0.34	0.46	0.56
0.00	1.43	0.38
0.23	0.67	0.54
0.00	0.76	0.40
0.00	0.88	0.44
0.32	0.56	0.64
0.42	0.40	0.59
0.00	0.25	0.55
0.63	0.29	0.75
0.38	0.56	0.70
0.00	0.50	0.69
0.00	0.93	0.38
0.51	0.33	0.73
0.00	1.06	0.38
0.17	0.69	0.48
0.35	0.45	0.69
0.00	0.86	0.34
0.00	0.75	0.11
1.00	0.00	1.00
0.00	0.00	1.00
0.00	3.00	0.09
0.00	0.75	0.20
0.00	0.64	0.40
0.00	0.45	0.55
0.25	0.60	0.46
0.00	0.83	0.41
0.50	0.33	0.72
0.43	0.50	0.65
0.34	0.64	0.68
0.41	0.43	0.69
0.63	0.30	0.78
0.47	0.41	0.74
0.41	0.59	0.64
0.47	0.46	0.68
0.25	0.54	0.57
0.22	0.92	0.49
0.39	0.55	0.64
0.48	0.38	0.73
0.42	0.42	0.79
0.00	0.70	0.51
0.37	0.43	0.61
0.00	0.60	0.33
0.50	0.25	0.71
0.00	1.50	0.24
0.26	0.50	0.60
0.00	0.67	0.46
1.00	0.00	1.00
0.51	0.67	0.69
0.00	1.00	0.13
0.22	0.68	0.43
0.00	1.00	0.82
0.00	0.00	0.69
0.00	1.21	0.34
0.00	1.08	0.30
0.00	0.83	0.18
0.00	0.78	0.37
0.00	1.00	0.34
0.20	0.65	0.52
0.00	0.83	0.32
0.00	0.68	0.41
0.00	1.13	0.26
0.00	0.80	0.29
0.41	0.57	0.56
0.00	1.18	0.30
0.47	0.45	0.57
0.00	1.22	0.30
0.23	0.69	0.44
0.21	0.69	0.47
0.18	0.59	0.45
0.26	0.59	0.58
1.00	0.00	1.00
0.00	0.83	0.20
0.17	0.62	0.49
0.00	0.20	0.71
0.00	0.75	0.41
0.28	0.56	0.54
0.66	0.25	0.64
0.00	0.45	0.48
0.23	0.71	0.53
0.00	0.71	0.35
0.00	1.20	0.38
0.09	0.76	0.45
0.26	0.68	0.54
0.25	0.71	0.49
0.00	1.86	0.22
0.22	0.64	0.46
0.00	2.00	0.16
0.42	0.36	0.67
0.39	0.52	0.56
0.16	0.80	0.38
0.00	0.64	0.36
0.50	0.14	0.80
0.00	0.79	0.28
0.00	1.00	0.42
0.14	0.65	0.36
0.00	0.67	0.26
0.21	0.52	0.53
0.00	0.64	0.37
0.15	0.86	0.53
0.00	0.87	0.31
0.00	1.11	0.33
0.22	0.76	0.42
0.07	1.03	0.41
0.45	0.38	0.59
0.58	0.18	0.77
0.00	0.94	0.28
0.17	1.00	0.56
0.00	0.84	0.36
0.00	1.00	0.20
0.00	0.38	0.52
0.00	0.64	0.33
0.24	0.65	0.51
0.45	0.33	0.59
0.51	0.25	0.60
0.00	0.91	0.38
0.00	1.11	0.31
1.00	0.00	1.00
0.00	0.94	0.43
0.00	0.86	0.51
0.30	0.55	0.48
0.29	0.44	0.62
0.00	0.71	0.28
0.25	0.62	0.50
0.00	0.67	0.48
0.00	0.89	0.27
0.27	0.75	0.68
0.25	0.80	0.46
0.00	1.00	0.21
0.00	1.00	0.32
0.47	0.25	0.73
0.47	0.31	0.65
0.16	0.73	0.46
0.00	1.00	0.25
0.00	0.75	0.16
0.00	2.00	0.09
0.00	0.83	0.31
0.18	0.71	0.42
0.00	0.76	0.30
0.00	0.60	0.37
0.00	0.25	0.72
0.00	1.20	0.41
0.00	0.57	0.49
0.00	1.25	0.13
0.00	0.54	0.51
0.00	1.00	0.20
0.30	0.45	0.69
0.26	0.50	0.60
0.15	0.76	0.48
0.33	0.67	0.49
0.00	0.84	0.26
0.50	0.47	0.61
0.33	0.56	0.45
0.00	0.80	0.56
0.48	0.30	0.67
0.00	0.88	0.15
0.31	0.67	0.49
0.00	0.22	0.66
0.49	0.45	0.69
0.00	0.80	0.34
0.00	0.89	0.35
0.25	0.57	0.41
0.41	0.40	0.64
0.22	0.42	0.52
0.00	1.33	0.30
0.37	0.17	0.76
0.70	0.25	0.75
0.26	0.43	0.58
0.12	0.79	0.42
0.29	0.45	0.62
0.38	0.33	0.79
0.00	0.62	0.57
0.00	0.71	0.23
0.27	0.44	0.46
0.00	0.67	0.41
0.00	1.00	0.11
0.37	0.50	0.53
0.00	0.73	0.39
0.00	0.64	0.44
0.38	0.47	0.59
0.20	0.66	0.48
0.30	0.62	0.59
0.20	0.75	0.33
0.00	1.00	0.47
0.00	1.35	0.36
0.59	0.29	0.78
0.20	0.82	0.45
0.00	1.07	0.37
0.00	0.60	0.33
0.00	0.71	0.46
0.16	0.72	0.46
1.00	0.00	1.00
0.00	0.00	0.69
0.44	0.35	0.70
0.00	0.94	0.25
0.00	0.58	0.53
0.00	1.10	0.50
0.00	0.75	0.49
0.18	0.56	0.34
0.00	0.60	0.45
0.00	0.90	0.35
0.39	0.56	0.59
0.19	0.65	0.51
0.53	0.62	0.53
0.00	0.67	0.14
0.17	0.82	0.45
0.36	0.33	0.62
0.15	0.72	0.36
0.00	1.67	0.52
0.17	0.71	0.49
0.25	0.78	0.51
0.31	0.51	0.64
0.27	0.57	0.62
0.48	0.44	0.70
0.36	0.52	0.60
0.24	0.61	0.58
0.40	0.45	0.73
0.33	0.48	0.62
0.00	0.71	0.30
0.40	0.50	0.61
0.45	0.50	0.55
0.25	0.73	0.56
0.00	0.78	0.45
0.00	0.68	0.46
0.15	0.77	0.48
0.18	0.83	0.35
0.00	0.65	0.38
0.32	0.55	0.61
0.40	0.53	0.72
0.38	0.61	0.61
0.00	0.68	0.40
0.00	0.89	0.32
0.00	0.94	0.47
0.21	0.71	0.57
0.38	0.32	0.67
0.11	0.82	0.50
0.35	0.67	0.54
0.37	0.55	0.53
0.00	0.73	0.42
0.00	0.71	0.40
0.29	0.77	0.57
0.00	0.62	0.41
0.00	0.67	0.46
0.00	0.00	1.00
0.00	0.00	0.69
0.00	1.20	0.18
0.00	1.08	0.34
0.20	0.71	0.51
0.45	0.48	0.69
0.00	1.83	0.36
0.00	1.36	0.31
0.71	0.21	0.85
0.34	0.54	0.69
0.44	0.62	0.59
0.43	0.33	0.71
0.00	0.70	0.33
0.00	0.80	0.23
0.00	1.22	0.32
0.44	0.33	0.69
0.48	0.44	0.66
0.17	0.58	0.46
0.00	0.25	0.42
0.12	0.79	0.45
0.23	0.57	0.57
0.64	0.20	0.76
0.43	0.46	0.72
0.00	0.60	0.22
0.25	0.86	0.60
0.51	0.38	0.71
0.00	0.83	0.31
0.23	1.00	0.61
0.00	1.00	0.49
0.00	0.89	0.51
0.00	1.25	0.55
0.00	0.82	0.37
0.14	0.86	0.42
0.00	0.96	0.34
0.76	0.09	0.87
0.19	0.82	0.35
0.14	0.73	0.41
0.00	0.73	0.42
0.10	1.05	0.38
0.30	0.36	0.61
0.51	0.25	0.89
0.00	1.31	0.37
0.00	0.25	0.76
0.26	1.50	0.61
0.17	0.81	0.50
0.08	1.13	0.35
0.35	0.33	0.67
0.00	1.00	0.74
0.64	0.22	0.70
0.00	0.89	0.16
0.00	1.20	0.25
0.00	0.62	0.40
0.00	0.57	0.46
0.31	0.67	0.71
0.00	1.60	0.42
0.00	1.00	0.39
0.00	1.06	0.30
0.27	0.92	0.53
0.00	1.00	0.33
0.00	0.65	0.48
0.27	0.55	0.46
0.31	0.62	0.56
0.00	1.00	0.23
0.00	1.05	0.28
0.32	0.38	0.40
0.48	0.50	0.72
0.00	1.50	0.24
0.00	0.71	0.47
0.35	0.53	0.61
0.49	0.36	0.69
0.00	1.00	0.29
0.00	0.80	0.26
0.14	0.88	0.50
0.00	0.73	0.23
0.17	0.61	0.48
0.00	0.00	1.00
0.34	0.45	0.67
0.00	0.00	1.00
0.00	0.00	0.69
0.00	0.57	0.64
0.44	0.33	0.72
0.45	0.36	0.71
0.00	0.75	0.19
0.00	0.77	0.49
0.25	0.56	0.51
0.29	0.46	0.53
0.00	0.40	0.75
0.00	0.80	0.35
0.29	0.38	0.65
0.24	0.71	0.49
0.00	0.83	0.09
0.70	0.25	0.82
0.40	0.57	0.60
0.36	0.58	0.60
0.51	0.40	0.63
0.48	0.47	0.67
0.54	0.29	0.52
0.00	0.88	0.42
0.20	0.78	0.45
0.00	1.00	0.04
0.00	1.75	0.33
0.00	0.75	0.28
0.25	0.83	0.44
0.23	0.56	0.50
1.00	0.00	1.00
0.25	0.64	0.44
0.00	0.71	0.39
0.24	0.33	0.63
0.00	0.00	1.00
0.00	0.00	0.69
0.45	0.50	0.73
0.32	0.56	0.66
0.00	1.00	0.16
0.00	1.33	0.11
0.00	0.57	0.57
0.00	1.00	0.09
0.00	0.73	0.44
0.41	0.27	0.69
0.34	0.64	0.71
0.00	0.85	0.30
0.00	0.64	0.44
0.00	1.00	0.48
0.37	0.33	0.67
0.00	0.70	0.40
0.16	0.65	0.41
0.00	0.56	0.65
0.00	0.78	0.28
0.16	0.64	0.53
0.29	0.69	0.49
0.00	0.94	0.31
0.16	0.95	0.45
0.40	0.43	0.63
0.28	0.78	0.49
0.37	0.43	0.70
0.26	0.47	0.62
0.38	0.36	0.76
0.00	0.76	0.49
0.00	0.89	0.34
0.30	0.49	0.62
0.20	0.72	0.52
0.00	0.69	0.53
0.00	1.00	0.13
0.00	1.50	0.29
0.31	0.67	0.58
0.00	1.24	0.49
0.25	0.69	0.37
0.00	0.80	0.38
0.00	0.93	0.25
0.22	0.78	0.49
0.41	0.88	0.71
0.00	0.67	0.37
0.16	0.62	0.46
0.00	1.00	0.14
0.00	1.00	0.36
0.00	0.74	0.30
0.20	0.81	0.45
0.00	0.71	0.40
0.00	1.16	0.30
0.00	0.79	0.39
0.00	0.79	0.30
0.16	0.90	0.47
0.00	1.18	0.33
0.39	0.44	0.72
0.22	0.55	0.52
0.30	0.89	0.52
0.00	0.75	0.19
0.00	0.60	0.62
0.00	1.25	0.11
0.18	0.81	0.47
0.15	0.71	0.47
0.00	0.71	0.59
0.29	0.40	0.47
0.32	0.71	0.67
0.00	0.86	0.12
0.00	1.12	0.20
0.00	1.00	0.18
0.00	0.50	0.56
0.16	0.79	0.43
0.00	1.25	0.12
0.00	0.25	0.73
0.00	0.90	0.36
0.36	0.50	0.52
0.00	0.33	0.40
0.00	0.71	0.47
0.00	1.00	0.15
0.25	0.70	0.47
0.00	1.00	0.16
0.32	0.38	0.65
0.61	0.33	0.77
0.00	0.82	0.28
0.00	1.14	0.36
0.22	0.74	0.59
0.00	0.50	0.49
0.00	1.00	0.46
0.29	0.56	0.59
0.00	0.75	0.30
0.00	1.00	0.25
0.11	0.82	0.45
0.11	0.73	0.44
0.00	0.62	0.44
0.00	0.75	0.32
0.35	0.50	0.55
0.80	0.22	0.91
0.00	1.14	0.20
0.28	0.47	0.62
0.00	0.86	0.17
0.50	0.40	0.66
0.00	2.00	0.21
0.14	0.93	0.54
0.22	0.59	0.53
0.00	0.53	0.49
0.29	0.46	0.67
0.00	1.50	0.16
0.29	0.92	0.48
1.00	0.00	1.00
0.00	0.20	0.65
0.24	0.46	0.39
0.00	1.10	0.30
0.00	0.67	0.66
0.00	0.75	0.48
0.00	0.60	0.68
0.00	0.76	0.50
0.00	1.00	0.12
0.24	0.57	0.51
0.36	0.36	0.68
0.00	0.58	0.47
0.00	0.56	0.47
0.00	1.33	0.28
0.20	0.62	0.52
0.45	0.44	0.71
0.00	1.14	0.32
0.23	0.44	0.64
0.00	0.80	0.57
0.12	0.68	0.46
0.00	0.20	0.73
0.35	0.45	0.60
0.12	0.91	0.48
0.00	0.00	1.00
0.00	0.00	0.69
