sacre_BLEU	TER	CHRF2
0.74	0.21	0.82
0.37	0.58	0.62
0.55	0.31	0.72
0.22	0.70	0.53
0.23	0.62	0.46
0.30	0.73	0.46
0.45	0.42	0.62
0.24	0.59	0.55
0.14	0.88	0.39
0.26	0.57	0.57
0.66	0.38	0.79
0.86	0.07	0.96
0.35	0.66	0.56
0.00	0.54	0.47
0.32	0.62	0.56
0.40	0.31	0.54
0.54	0.37	0.71
0.30	0.71	0.55
0.20	0.74	0.55
0.54	0.32	0.70
0.32	0.33	0.70
0.43	0.41	0.69
0.24	0.68	0.55
0.50	0.32	0.58
0.63	0.23	0.70
0.49	0.42	0.69
0.53	0.40	0.70
0.00	0.57	0.46
0.16	0.72	0.45
0.28	0.68	0.55
0.16	0.67	0.45
0.36	0.55	0.56
0.41	0.53	0.61
0.46	0.49	0.57
0.22	0.67	0.51
0.00	0.86	0.46
0.00	0.80	0.24
0.00	0.55	0.49
0.30	0.59	0.43
0.00	0.40	0.63
0.31	0.50	0.50
0.00	0.85	0.43
0.62	0.51	0.60
0.00	0.40	0.63
0.12	0.87	0.40
0.21	0.53	0.45
0.22	0.73	0.48
0.68	0.45	0.73
0.00	0.79	0.37
0.75	0.16	0.85
0.12	0.69	0.48
0.25	0.56	0.60
0.54	0.47	0.66
0.89	0.19	0.83
0.00	0.63	0.45
0.49	0.60	0.52
0.00	0.67	0.48
0.45	0.35	0.48
0.20	1.03	0.44
0.36	0.43	0.59
0.38	0.60	0.53
0.26	0.67	0.43
1.00	0.21	0.84
0.38	0.65	0.43
0.00	0.71	0.25
0.51	0.48	0.64
0.20	0.53	0.54
0.69	0.37	0.66
0.00	0.82	0.40
0.34	0.49	0.49
0.27	0.62	0.58
0.54	0.36	0.63
0.47	0.58	0.52
0.66	0.30	0.69
0.32	0.52	0.51
0.26	0.46	0.53
0.19	0.70	0.46
0.00	0.87	0.38
0.42	0.59	0.55
0.54	0.55	0.76
0.44	0.52	0.76
0.35	0.61	0.57
0.14	0.79	0.53
0.46	0.40	0.63
0.22	0.63	0.61
0.50	0.41	0.68
0.71	0.15	0.82
0.43	0.57	0.64
0.60	0.13	0.89
1.00	0.00	1.00
0.52	0.50	0.48
0.33	0.41	0.60
0.50	0.13	0.72
0.29	0.75	0.53
0.00	0.56	0.60
0.33	0.35	0.71
0.00	0.78	0.49
0.00	0.55	0.47
0.00	0.74	0.44
0.61	0.34	0.78
0.25	0.32	0.72
0.46	0.41	0.56
0.00	1.12	0.39
0.00	0.72	0.47
0.61	0.38	0.72
0.12	0.77	0.40
0.59	0.32	0.70
0.44	0.35	0.70
0.55	0.43	0.63
0.66	0.18	0.79
0.26	0.52	0.52
0.22	0.54	0.42
0.36	0.66	0.48
0.41	0.51	0.62
0.27	0.55	0.55
0.25	0.53	0.59
0.18	0.60	0.48
0.33	0.52	0.60
0.40	0.53	0.61
0.28	0.68	0.57
0.51	0.38	0.66
0.56	0.31	0.68
0.46	0.42	0.60
0.40	0.45	0.69
0.41	0.49	0.58
0.69	0.37	0.80
0.45	0.47	0.59
0.27	0.48	0.47
0.42	0.38	0.60
0.50	0.32	0.68
0.45	0.55	0.57
1.00	0.00	1.00
0.00	0.69	0.50
0.53	0.40	0.63
0.26	0.75	0.51
0.71	0.30	0.81
0.58	0.36	0.67
0.79	0.17	0.91
0.60	0.53	0.61
0.86	0.06	0.95
0.58	0.43	0.66
0.78	0.14	0.89
0.68	0.29	0.78
0.89	0.14	0.87
0.52	0.33	0.74
0.24	0.61	0.60
0.35	0.55	0.57
0.45	0.26	0.79
0.19	0.57	0.41
0.26	0.63	0.51
0.49	0.37	0.61
0.53	0.42	0.64
0.56	0.31	0.71
0.39	0.51	0.62
0.41	0.58	0.60
0.36	0.51	0.60
0.29	0.70	0.47
0.48	0.46	0.66
0.67	0.21	0.83
0.40	0.58	0.59
0.48	0.63	0.44
0.87	0.05	0.91
0.43	0.30	0.79
0.32	0.47	0.62
0.62	0.30	0.77
0.61	0.28	0.72
0.25	0.56	0.48
0.00	0.62	0.34
0.51	0.38	0.66
0.34	0.35	0.69
0.71	0.20	0.82
0.30	0.58	0.59
0.55	0.22	0.76
0.51	0.56	0.62
0.58	0.22	0.82
0.00	0.64	0.45
0.34	0.46	0.62
0.54	0.71	0.61
0.30	0.58	0.58
0.00	0.62	0.41
0.75	0.17	0.88
0.67	0.27	0.81
0.77	0.13	0.84
0.52	0.40	0.66
0.56	0.33	0.80
0.58	0.29	0.72
0.37	0.43	0.61
0.57	0.24	0.75
0.51	0.44	0.71
0.29	0.53	0.59
0.40	0.47	0.61
0.36	0.48	0.64
0.35	0.52	0.54
0.40	0.50	0.71
0.53	0.46	0.61
0.00	0.67	0.58
0.20	0.68	0.52
0.13	0.68	0.44
0.32	0.88	0.62
0.00	0.34	0.61
0.52	0.45	0.77
0.55	0.45	0.64
0.00	0.76	0.40
0.00	0.52	0.53
0.38	0.56	0.55
0.00	0.87	0.40
0.37	0.62	0.46
0.18	0.74	0.36
0.00	0.77	0.51
0.35	0.58	0.49
0.49	0.56	0.55
0.37	0.54	0.55
0.54	0.56	0.49
0.26	0.62	0.50
0.00	1.07	0.40
0.58	0.35	0.75
0.21	0.72	0.37
0.00	0.25	0.61
0.44	0.60	0.59
0.00	0.75	0.35
0.14	0.73	0.43
0.37	0.54	0.58
0.20	0.79	0.42
0.28	0.56	0.47
0.00	0.65	0.37
0.26	0.75	0.43
0.00	0.80	0.25
0.00	0.67	0.47
0.59	0.37	0.77
0.44	0.38	0.68
0.25	0.73	0.56
0.47	0.25	0.77
0.71	0.39	0.72
0.68	0.22	0.79
0.55	0.43	0.54
0.00	1.00	0.52
1.00	0.00	1.00
0.79	0.31	0.80
0.77	0.15	0.83
0.74	0.44	0.79
0.00	0.59	0.49
0.14	0.75	0.43
0.54	0.25	0.82
0.23	0.82	0.50
0.33	0.60	0.58
0.50	0.32	0.62
0.59	0.15	0.89
0.33	0.59	0.47
1.00	0.00	1.00
0.59	0.40	0.74
0.81	0.10	0.86
0.46	0.43	0.65
0.56	0.51	0.63
0.00	0.82	0.27
0.54	0.50	0.67
0.30	0.62	0.50
0.50	0.58	0.62
0.19	0.67	0.58
0.36	0.58	0.47
0.42	0.45	0.61
0.61	0.39	0.66
0.00	0.61	0.44
0.43	0.51	0.56
0.52	0.44	0.57
0.11	0.82	0.32
0.27	0.93	0.53
0.00	0.90	0.35
0.22	0.69	0.39
0.00	0.89	0.44
0.37	0.62	0.59
0.00	0.65	0.50
0.39	0.43	0.59
0.39	0.75	0.49
0.44	0.58	0.64
0.25	0.55	0.49
0.00	1.07	0.37
0.33	0.58	0.66
0.18	0.87	0.51
0.68	0.21	0.82
0.35	0.69	0.53
0.00	0.53	0.49
0.40	0.53	0.63
0.20	0.54	0.46
0.37	0.49	0.62
0.59	0.32	0.73
0.59	0.20	0.77
0.22	0.78	0.58
0.36	0.67	0.65
0.44	0.25	0.73
0.25	0.69	0.43
0.35	0.59	0.60
0.13	0.68	0.42
0.00	0.67	0.42
0.19	0.81	0.42
0.62	0.40	0.59
0.00	0.70	0.32
0.67	0.18	0.79
0.00	0.55	0.53
0.30	0.46	0.53
0.44	0.54	0.51
0.39	0.44	0.60
0.27	0.53	0.73
0.28	0.71	0.48
0.00	0.83	0.27
0.38	0.61	0.57
1.00	0.00	1.00
0.60	0.23	0.81
0.75	0.20	0.90
0.74	0.31	0.80
0.74	0.22	0.77
0.31	0.67	0.56
0.50	0.38	0.71
0.98	0.07	0.93
0.75	0.15	0.92
1.00	0.00	1.00
0.60	0.12	0.81
0.41	0.50	0.65
0.52	0.33	0.75
0.73	0.20	0.86
0.35	0.71	0.51
0.61	0.32	0.75
0.28	0.61	0.52
0.67	0.21	0.83
0.91	0.00	0.93
0.00	0.71	0.45
0.00	0.60	0.43
0.61	0.33	0.75
0.44	0.49	0.61
0.38	0.43	0.66
0.49	0.34	0.70
0.70	0.13	0.82
0.37	0.55	0.63
0.62	0.34	0.72
0.44	0.42	0.63
0.54	0.20	0.84
0.00	0.96	0.37
0.52	0.42	0.63
0.35	0.48	0.47
0.33	0.41	0.70
0.29	0.53	0.64
0.48	0.46	0.68
0.50	0.25	0.62
0.26	0.52	0.47
0.50	0.42	0.65
1.00	0.00	1.00
0.73	0.17	0.80
0.50	0.43	0.67
0.53	0.27	0.73
0.00	0.43	0.50
0.57	0.38	0.63
0.45	0.24	0.70
0.26	0.72	0.60
0.41	0.50	0.64
0.25	0.64	0.54
0.55	0.37	0.75
0.00	0.88	0.43
0.40	0.32	0.66
0.35	0.65	0.58
0.42	0.36	0.76
0.45	0.62	0.53
0.34	0.43	0.65
0.00	0.82	0.33
0.27	0.63	0.51
0.41	0.62	0.65
0.29	0.61	0.60
0.32	0.32	0.70
0.27	0.57	0.59
0.41	0.38	0.72
0.39	0.58	0.60
0.41	0.33	0.63
0.00	0.71	0.26
0.35	0.50	0.54
0.34	0.66	0.49
0.00	0.83	0.38
0.33	0.45	0.60
0.44	0.45	0.66
0.47	0.41	0.62
0.74	0.10	0.87
0.43	0.58	0.65
0.54	0.22	0.74
0.28	0.68	0.55
0.44	0.53	0.63
0.53	0.46	0.55
0.18	0.67	0.55
0.34	0.62	0.57
0.42	0.61	0.51
0.25	0.58	0.51
0.22	0.55	0.55
0.46	0.46	0.59
0.20	0.60	0.52
0.58	0.43	0.65
0.00	0.79	0.34
0.00	0.59	0.48
0.48	0.46	0.57
