sacre_BLEU	TER	CHRF2
0.67	0.43	0.70
0.37	0.58	0.61
0.26	0.53	0.61
0.30	0.70	0.57
0.31	0.67	0.54
0.35	0.53	0.57
0.48	0.32	0.72
0.35	0.55	0.54
0.00	0.81	0.40
0.00	0.67	0.48
0.71	0.27	0.85
0.57	0.29	0.84
0.34	0.69	0.52
0.00	0.62	0.43
0.41	0.46	0.64
0.31	0.46	0.45
0.47	0.37	0.71
0.23	0.94	0.50
0.17	0.63	0.54
0.43	0.32	0.70
1.00	0.00	1.00
0.32	0.53	0.65
0.22	0.68	0.54
0.42	0.40	0.62
0.33	0.64	0.57
0.47	0.39	0.67
0.23	0.80	0.52
0.00	0.71	0.52
0.27	0.64	0.50
0.15	0.76	0.48
0.26	0.67	0.42
0.36	0.66	0.53
0.29	0.57	0.52
0.37	0.47	0.57
0.00	0.74	0.60
0.00	0.86	0.34
0.00	0.88	0.20
0.21	0.73	0.42
0.28	0.59	0.42
0.00	0.27	0.70
0.00	0.55	0.52
0.00	1.00	0.41
0.53	0.56	0.56
0.34	0.30	0.69
0.15	0.74	0.42
0.29	0.49	0.53
0.21	0.82	0.47
0.62	0.53	0.68
0.00	0.75	0.35
0.60	0.24	0.78
0.11	0.74	0.46
0.24	0.65	0.59
0.42	0.59	0.65
0.89	0.19	0.83
0.20	0.63	0.49
0.49	0.60	0.57
0.00	0.67	0.63
0.41	0.43	0.48
0.13	1.03	0.41
0.00	0.81	0.44
0.31	0.57	0.53
0.23	0.71	0.44
1.00	0.21	0.84
0.22	0.78	0.34
0.00	0.82	0.32
0.32	0.55	0.54
0.00	0.49	0.53
0.33	0.54	0.51
0.17	0.77	0.35
0.39	0.49	0.56
0.33	0.62	0.60
0.46	0.42	0.56
0.39	0.67	0.55
0.66	0.30	0.69
0.30	0.57	0.50
0.00	0.50	0.44
0.11	0.50	0.36
0.00	0.93	0.44
0.42	0.49	0.58
0.54	0.55	0.76
0.51	0.43	0.81
0.34	0.54	0.61
0.14	0.83	0.53
0.49	0.32	0.63
0.00	0.83	0.50
0.21	0.67	0.52
0.71	0.15	0.82
0.29	0.60	0.62
0.60	0.13	0.89
1.00	0.00	1.00
0.00	0.62	0.47
0.33	0.41	0.60
1.00	0.00	1.00
0.31	0.67	0.54
0.00	0.56	0.55
0.20	0.61	0.55
0.24	0.78	0.60
0.32	0.42	0.57
0.34	0.58	0.57
0.71	0.21	0.82
0.53	0.24	0.82
0.47	0.41	0.50
0.18	0.72	0.53
0.36	0.56	0.57
0.00	0.69	0.45
0.00	0.84	0.36
0.46	0.53	0.63
0.20	0.61	0.47
0.72	0.39	0.67
0.61	0.22	0.72
0.26	0.52	0.47
0.30	0.54	0.45
0.36	0.55	0.56
0.47	0.49	0.66
0.36	0.51	0.55
0.52	0.29	0.74
0.33	0.51	0.53
0.27	0.57	0.58
0.35	0.53	0.57
0.36	0.74	0.50
0.51	0.47	0.63
0.45	0.46	0.59
0.46	0.42	0.60
0.41	0.49	0.66
0.53	0.42	0.60
0.43	0.61	0.67
0.41	0.61	0.54
0.62	0.55	0.53
0.50	0.31	0.66
0.74	0.13	0.85
0.57	0.45	0.63
0.63	0.18	0.77
0.00	0.69	0.46
0.60	0.23	0.81
0.32	0.64	0.59
0.77	0.10	0.92
0.72	0.33	0.75
0.84	0.08	0.95
0.30	0.76	0.52
0.62	0.29	0.88
0.51	0.43	0.70
0.66	0.31	0.86
0.51	0.51	0.66
0.96	0.17	0.82
0.39	0.48	0.65
0.36	0.61	0.58
0.20	0.63	0.54
0.28	0.32	0.70
0.41	0.69	0.44
0.26	0.68	0.51
0.62	0.19	0.74
0.47	0.48	0.63
0.54	0.26	0.71
0.38	0.51	0.61
0.47	0.54	0.61
0.46	0.49	0.61
0.00	0.70	0.45
0.56	0.42	0.68
0.46	0.37	0.72
0.42	0.55	0.63
0.50	0.74	0.41
0.75	0.22	0.85
0.37	0.40	0.58
0.37	0.40	0.65
0.46	0.43	0.67
0.62	0.32	0.73
0.25	0.56	0.45
0.00	0.62	0.37
0.44	0.54	0.66
0.34	0.35	0.69
0.70	0.27	0.81
0.38	0.58	0.69
0.78	0.11	0.87
0.57	0.50	0.61
0.61	0.22	0.78
0.52	0.32	0.60
0.95	0.08	0.88
0.60	0.36	0.66
0.39	0.32	0.67
0.22	0.48	0.54
0.42	0.33	0.63
0.52	0.31	0.78
0.74	0.22	0.86
0.79	0.20	0.74
0.21	0.69	0.62
0.65	0.26	0.76
0.45	0.30	0.67
0.46	0.35	0.65
0.51	0.47	0.68
0.30	0.47	0.56
0.56	0.30	0.73
0.54	0.61	0.61
0.52	0.32	0.67
0.40	0.56	0.75
0.44	0.58	0.59
0.00	0.73	0.56
0.35	0.68	0.63
0.14	0.74	0.43
0.50	0.54	0.66
0.00	0.49	0.51
0.00	0.65	0.50
0.63	0.45	0.68
0.00	0.86	0.50
0.00	0.44	0.53
0.38	0.56	0.54
0.11	0.90	0.39
0.30	0.62	0.44
0.19	0.69	0.39
0.00	0.58	0.53
0.00	0.67	0.43
0.29	0.64	0.48
0.15	0.79	0.41
0.60	0.50	0.59
0.39	0.54	0.54
0.00	0.93	0.39
0.31	0.70	0.50
0.18	0.78	0.40
0.46	0.25	0.75
0.38	0.53	0.59
0.00	0.79	0.34
0.28	0.73	0.45
0.39	0.56	0.59
0.20	0.76	0.41
0.28	0.56	0.49
0.22	0.60	0.41
0.16	0.78	0.41
0.00	0.80	0.24
0.00	0.67	0.47
0.47	0.47	0.70
0.64	0.22	0.77
0.51	0.36	0.64
0.29	0.42	0.65
0.47	0.44	0.58
0.63	0.22	0.79
0.65	0.29	0.65
0.38	0.83	0.79
0.52	0.48	0.66
0.57	0.38	0.81
0.34	0.59	0.48
0.74	0.44	0.84
0.00	1.18	0.37
0.23	0.65	0.46
0.45	0.44	0.71
0.25	0.73	0.49
0.33	0.60	0.58
0.47	0.40	0.62
0.59	0.15	0.89
0.29	0.66	0.43
1.00	0.00	1.00
0.71	0.27	0.84
0.25	0.57	0.46
0.50	0.50	0.60
0.60	0.46	0.68
0.00	0.82	0.22
0.30	0.57	0.61
0.34	0.57	0.57
0.42	0.62	0.55
0.38	0.57	0.64
0.21	0.71	0.37
0.42	0.45	0.64
0.40	0.57	0.52
0.38	0.43	0.60
0.39	0.56	0.56
0.46	0.54	0.51
0.13	0.75	0.31
0.26	1.00	0.52
0.00	0.80	0.36
0.20	0.76	0.39
0.00	0.89	0.34
0.44	0.62	0.54
0.00	0.97	0.39
0.27	0.52	0.60
0.21	0.94	0.45
0.00	0.75	0.47
0.29	0.55	0.55
0.25	0.93	0.37
0.24	0.67	0.54
0.16	1.00	0.57
0.52	0.42	0.66
0.29	0.57	0.50
0.00	0.53	0.42
0.40	0.49	0.64
0.54	0.44	0.69
0.32	0.54	0.58
0.59	0.32	0.73
0.35	0.60	0.59
0.22	0.78	0.58
0.38	0.62	0.64
0.00	0.62	0.57
0.26	0.67	0.44
0.35	0.56	0.59
0.31	0.47	0.51
0.00	0.61	0.43
0.28	0.75	0.46
0.70	0.29	0.67
0.00	0.70	0.40
0.54	0.24	0.75
0.00	0.45	0.63
0.42	0.46	0.60
0.40	0.39	0.62
0.35	0.53	0.53
0.35	0.53	0.72
0.32	0.67	0.45
0.21	0.72	0.40
0.37	0.52	0.58
1.00	0.00	1.00
0.60	0.23	0.81
0.75	0.20	0.90
0.67	0.23	0.71
0.23	0.59	0.47
0.00	0.67	0.48
0.78	0.23	0.81
0.56	0.27	0.76
0.75	0.15	0.92
0.67	0.16	0.89
0.60	0.12	0.81
0.38	0.67	0.63
0.51	0.38	0.70
0.55	0.30	0.74
0.45	0.50	0.63
0.61	0.32	0.75
0.51	0.55	0.59
0.47	0.42	0.65
0.44	0.48	0.71
0.00	0.71	0.45
0.00	0.90	0.26
0.59	0.39	0.73
0.42	0.46	0.61
0.58	0.48	0.58
0.59	0.29	0.72
0.65	0.30	0.72
0.39	0.55	0.57
0.63	0.23	0.77
0.45	0.53	0.60
0.00	0.80	0.52
0.00	0.88	0.33
0.32	0.57	0.54
0.36	0.55	0.51
0.30	0.48	0.65
0.33	0.47	0.67
0.00	0.63	0.51
0.31	0.44	0.58
0.37	0.46	0.52
0.44	0.67	0.62
0.78	0.35	0.89
0.40	0.47	0.69
0.59	0.36	0.71
0.42	0.35	0.76
0.00	0.43	0.46
0.50	0.46	0.57
0.27	0.45	0.63
0.25	0.78	0.52
0.60	0.31	0.76
0.28	0.55	0.60
0.35	0.45	0.64
0.00	0.88	0.42
0.00	0.63	0.55
0.36	0.71	0.62
0.59	0.27	0.82
0.45	0.46	0.52
0.42	0.34	0.75
0.20	0.82	0.43
0.30	0.67	0.52
0.37	0.75	0.65
0.29	0.61	0.70
0.22	0.58	0.68
0.35	0.49	0.63
0.29	0.54	0.60
0.35	0.63	0.56
0.55	0.25	0.71
0.00	0.71	0.32
0.40	0.50	0.53
0.37	0.55	0.54
0.00	0.61	0.52
0.00	0.65	0.56
0.66	0.32	0.75
0.46	0.41	0.61
0.69	0.10	0.81
0.41	0.71	0.54
0.54	0.22	0.74
0.28	0.64	0.54
0.37	0.67	0.62
0.96	0.31	0.71
0.24	0.67	0.55
0.46	0.56	0.65
0.59	0.46	0.64
0.21	0.65	0.47
0.24	0.48	0.55
0.31	0.56	0.52
0.00	0.74	0.44
0.51	0.49	0.66
0.00	0.89	0.38
0.24	0.65	0.51
0.52	0.46	0.57
0.47	0.54	0.56
0.47	0.51	0.66
0.70	0.31	0.79
0.20	0.93	0.34
0.23	0.76	0.41
0.28	0.79	0.48
0.42	0.62	0.54
0.42	0.55	0.57
0.34	0.64	0.52
0.16	0.73	0.48
0.00	0.60	0.48
0.28	0.70	0.50
0.14	0.71	0.51
0.63	0.23	0.80
0.30	0.57	0.46
0.23	0.64	0.52
0.00	0.44	0.43
0.43	0.45	0.62
0.00	0.67	0.46
0.48	0.52	0.63
0.23	0.96	0.62
0.42	0.25	0.72
0.36	0.80	0.61
0.29	0.61	0.58
0.63	0.18	0.88
0.42	0.94	0.46
0.46	0.58	0.50
0.00	0.45	0.50
0.40	0.60	0.62
0.76	0.12	0.79
0.34	0.62	0.46
0.27	0.58	0.55
0.32	0.56	0.35
0.86	0.12	0.89
0.36	0.57	0.65
0.34	0.57	0.58
0.55	0.41	0.65
0.33	0.65	0.56
0.23	0.76	0.47
0.43	0.58	0.64
0.31	0.60	0.61
0.35	0.64	0.53
0.47	0.43	0.66
0.24	0.62	0.45
0.52	0.45	0.65
0.23	0.55	0.63
0.58	0.45	0.65
0.41	0.53	0.64
0.50	0.46	0.72
0.28	0.48	0.48
0.61	0.31	0.76
0.35	0.55	0.58
0.00	1.05	0.35
0.53	0.65	0.62
0.72	0.19	0.82
0.26	0.65	0.47
0.30	0.68	0.55
0.42	0.60	0.59
0.19	0.61	0.54
0.75	0.19	0.83
0.25	0.71	0.53
0.32	0.60	0.58
0.41	0.48	0.57
0.28	0.67	0.55
0.32	0.48	0.61
0.44	0.65	0.54
0.85	0.28	0.80
0.00	1.05	0.49
0.21	0.58	0.57
0.36	0.54	0.56
0.36	0.68	0.52
0.21	0.57	0.48
0.70	0.33	0.83
0.29	0.64	0.51
0.00	0.82	0.34
0.47	0.51	0.67
0.40	0.53	0.70
0.46	0.51	0.63
0.33	0.77	0.49
0.33	0.67	0.50
0.24	0.71	0.50
0.46	0.55	0.50
0.50	0.51	0.68
0.00	0.60	0.45
0.53	0.42	0.58
0.25	0.64	0.55
0.27	0.71	0.48
0.00	0.77	0.42
0.28	0.62	0.47
0.12	0.67	0.40
0.20	0.73	0.46
0.41	0.65	0.50
0.47	0.50	0.65
0.33	0.64	0.50
0.62	0.27	0.83
0.50	0.37	0.77
0.42	0.46	0.58
0.30	0.55	0.50
0.41	0.51	0.64
0.00	0.48	0.49
0.48	0.51	0.68
0.27	0.62	0.60
0.26	0.58	0.50
0.41	0.48	0.63
0.23	0.65	0.68
0.24	0.87	0.53
0.18	0.70	0.50
0.41	0.70	0.53
0.50	0.56	0.65
0.28	0.69	0.50
0.25	0.41	0.58
0.46	0.43	0.71
0.18	0.70	0.50
0.00	1.09	0.40
0.00	0.98	0.31
0.28	0.61	0.54
0.13	0.77	0.32
0.00	0.67	0.38
0.00	0.40	0.62
0.44	0.40	0.62
0.30	0.51	0.63
0.78	0.36	0.66
0.00	0.60	0.57
0.46	0.57	0.54
1.00	0.00	1.00
0.20	0.69	0.46
0.00	0.64	0.43
0.00	0.38	0.64
1.00	0.00	1.00
0.48	0.50	0.54
0.37	0.60	0.56
0.00	0.79	0.42
0.00	0.25	0.46
0.31	0.85	0.59
0.00	0.69	0.40
0.21	0.75	0.46
1.00	0.00	1.00
0.19	0.69	0.43
0.23	0.53	0.47
0.26	0.84	0.58
0.00	1.00	0.30
0.30	0.60	0.54
0.00	0.61	0.47
0.74	0.10	0.84
0.71	0.25	0.82
0.62	0.34	0.60
0.44	0.56	0.49
0.44	0.61	0.55
1.00	0.00	1.00
1.00	0.00	1.00
0.55	0.32	0.75
0.67	0.26	0.68
0.00	0.73	0.40
0.44	0.33	0.70
0.69	0.22	0.76
0.29	0.56	0.59
0.72	0.16	0.77
0.82	0.18	0.84
0.47	0.39	0.61
0.43	0.56	0.66
0.30	0.62	0.52
0.22	0.84	0.48
0.54	0.41	0.71
0.44	0.35	0.63
0.40	0.54	0.57
0.33	0.53	0.68
0.33	0.44	0.68
0.35	0.49	0.58
0.37	0.55	0.64
0.19	0.81	0.57
0.50	0.59	0.63
0.56	0.33	0.59
0.55	0.50	0.74
0.50	0.45	0.70
0.28	0.57	0.52
0.52	0.47	0.57
0.25	0.62	0.46
0.24	0.67	0.41
0.00	0.64	0.53
0.58	0.50	0.66
0.13	0.69	0.42
0.25	0.75	0.43
0.69	0.35	0.76
0.39	0.56	0.62
0.40	0.69	0.60
0.52	0.45	0.64
0.56	0.46	0.68
0.42	0.75	0.54
0.36	0.66	0.48
0.51	0.56	0.64
0.49	0.58	0.55
0.22	0.77	0.52
0.60	0.65	0.66
0.26	0.80	0.45
0.45	0.54	0.64
0.36	0.38	0.68
0.37	0.62	0.49
0.56	0.54	0.63
0.51	0.67	0.57
0.29	0.67	0.52
0.20	0.68	0.50
0.53	0.49	0.62
0.37	0.47	0.59
0.68	0.30	0.73
0.41	0.46	0.57
0.18	0.61	0.50
0.32	0.60	0.58
0.18	0.69	0.32
0.76	0.16	0.85
0.57	0.34	0.73
0.53	0.47	0.72
0.41	0.41	0.67
0.36	0.50	0.63
0.43	0.70	0.55
0.23	0.49	0.56
0.40	0.44	0.58
0.38	0.62	0.60
0.75	0.21	0.80
0.54	0.62	0.59
0.56	0.27	0.76
0.74	0.28	0.75
0.39	0.56	0.60
0.31	0.37	0.62
0.43	0.61	0.54
0.60	0.26	0.70
0.64	0.43	0.73
0.72	0.08	0.90
0.39	0.77	0.63
0.39	0.73	0.59
0.62	0.30	0.72
0.32	0.62	0.48
0.00	0.85	0.47
0.44	0.55	0.59
0.59	0.40	0.67
0.56	0.31	0.77
0.54	0.33	0.72
0.47	0.41	0.64
0.53	0.44	0.67
0.93	0.26	0.91
0.72	0.27	0.79
0.56	0.42	0.67
0.85	0.21	0.84
0.71	0.20	0.81
0.55	0.38	0.72
0.64	0.31	0.82
0.65	0.32	0.80
0.63	0.40	0.82
0.62	0.33	0.67
0.51	0.44	0.58
0.30	0.74	0.54
0.19	0.70	0.42
0.34	0.52	0.70
0.54	0.34	0.66
0.54	0.75	0.61
0.49	0.57	0.53
0.84	0.14	0.94
0.58	0.51	0.73
0.36	0.64	0.48
0.50	0.49	0.61
0.51	0.34	0.75
0.77	0.11	0.93
0.00	0.78	0.48
0.59	0.42	0.80
0.18	0.64	0.50
0.57	0.49	0.71
0.27	0.56	0.56
0.52	0.43	0.62
0.20	0.78	0.50
0.64	0.34	0.68
0.30	0.62	0.54
0.43	0.51	0.55
0.27	0.50	0.51
0.44	0.48	0.60
0.38	0.47	0.59
0.45	0.33	0.60
0.32	0.42	0.58
0.38	0.54	0.55
0.00	1.00	0.36
0.29	0.62	0.54
0.54	0.41	0.66
0.68	0.21	0.81
0.55	0.52	0.74
0.60	0.23	0.63
0.56	0.32	0.78
0.30	0.67	0.47
0.48	0.37	0.62
0.00	0.40	0.44
0.38	0.58	0.66
0.18	0.62	0.54
0.92	0.12	0.91
0.77	0.25	0.84
1.00	0.07	0.97
0.76	0.25	0.80
0.77	0.17	0.85
0.51	0.47	0.75
0.51	0.41	0.72
0.19	0.64	0.56
0.50	0.36	0.66
0.53	0.33	0.62
0.72	0.41	0.75
0.47	0.41	0.75
0.65	0.38	0.77
0.68	0.32	0.78
0.40	0.62	0.59
0.50	0.44	0.65
0.39	0.58	0.62
0.39	0.51	0.60
0.70	0.23	0.75
0.56	0.49	0.65
0.42	0.40	0.62
0.55	0.30	0.67
0.66	0.32	0.76
0.53	0.47	0.59
0.24	0.62	0.54
0.60	0.30	0.72
0.55	0.39	0.69
0.21	0.62	0.54
0.65	0.34	0.73
1.00	0.00	1.00
0.67	0.32	0.72
0.77	0.20	0.80
0.53	0.44	0.70
0.40	0.48	0.74
0.40	0.43	0.58
0.41	0.65	0.64
0.00	0.80	0.29
0.53	0.41	0.74
0.41	0.42	0.61
0.67	0.50	0.74
0.55	0.32	0.75
0.93	0.03	0.93
0.48	0.36	0.72
0.92	0.18	0.86
0.61	0.24	0.78
0.83	0.29	0.79
0.45	0.46	0.67
0.68	0.31	0.68
0.80	0.08	0.89
0.60	0.38	0.69
0.00	0.24	0.66
0.25	0.62	0.62
0.75	0.60	0.75
0.34	0.45	0.63
0.41	0.48	0.57
0.60	0.54	0.60
0.62	0.33	0.76
0.28	0.58	0.54
0.80	0.10	0.93
0.47	0.36	0.61
0.44	0.66	0.65
0.15	1.05	0.46
0.00	0.55	0.42
0.56	0.16	0.79
0.22	0.84	0.53
0.23	0.90	0.56
0.31	1.04	0.63
0.00	0.14	0.36
0.41	0.44	0.69
0.00	0.64	0.48
0.24	0.82	0.59
0.44	0.52	0.68
0.83	0.18	0.81
0.84	0.11	0.89
0.36	0.53	0.59
0.78	0.22	0.87
0.29	0.54	0.50
0.36	0.45	0.67
0.47	0.38	0.67
0.34	0.53	0.52
0.54	0.30	0.86
0.00	0.38	0.61
0.00	0.80	0.47
0.49	0.44	0.62
0.62	0.33	0.76
0.36	0.55	0.52
0.47	0.47	0.54
0.47	0.43	0.66
0.26	0.65	0.51
0.50	0.44	0.68
0.43	0.52	0.65
0.28	0.57	0.40
0.74	0.20	0.80
