sacre_BLEU	TER	CHRF2
0.76	0.36	0.72
0.62	0.45	0.75
0.38	0.49	0.65
0.17	0.61	0.54
0.33	0.58	0.57
0.26	0.67	0.43
0.32	0.53	0.52
0.26	0.69	0.51
0.00	0.88	0.39
0.26	0.57	0.54
0.63	0.38	0.76
0.69	0.14	0.88
0.41	0.62	0.59
0.00	0.69	0.43
0.40	0.54	0.63
0.00	0.62	0.35
0.40	0.37	0.68
0.20	0.81	0.49
0.18	0.74	0.54
0.43	0.40	0.69
0.32	0.33	0.69
0.29	0.53	0.62
0.24	0.61	0.55
0.27	0.64	0.60
0.35	0.64	0.57
0.44	0.42	0.66
0.33	0.46	0.55
0.35	0.43	0.67
0.00	0.80	0.41
0.15	0.78	0.43
0.26	0.67	0.41
0.24	0.79	0.44
0.29	0.68	0.57
0.34	0.52	0.49
0.00	0.89	0.35
0.00	0.86	0.39
0.00	0.80	0.24
0.00	0.55	0.56
0.33	0.47	0.49
0.00	0.27	0.69
0.33	0.50	0.50
0.00	0.90	0.41
0.37	0.56	0.54
0.34	0.30	0.69
0.10	0.84	0.37
0.24	0.71	0.50
0.16	0.91	0.41
0.54	0.57	0.65
0.18	0.86	0.41
0.56	0.32	0.80
0.00	0.87	0.25
0.34	0.56	0.55
0.84	0.35	0.77
0.81	0.14	0.85
0.00	0.68	0.44
0.41	0.68	0.59
0.00	0.67	0.48
0.45	0.35	0.47
0.00	0.97	0.40
0.00	0.81	0.44
0.18	0.73	0.38
0.17	0.62	0.50
0.73	0.21	0.87
0.24	0.73	0.37
0.00	0.82	0.14
0.34	0.55	0.54
0.24	0.64	0.52
0.41	0.47	0.58
0.17	0.77	0.39
0.32	0.58	0.50
0.37	0.62	0.66
0.31	0.61	0.52
0.39	0.67	0.55
0.56	0.36	0.62
0.41	0.35	0.63
0.00	0.50	0.43
0.61	0.35	0.68
0.00	0.93	0.36
0.47	0.49	0.60
0.56	0.32	0.76
0.35	0.61	0.63
0.32	0.61	0.55
0.22	0.75	0.55
0.46	0.40	0.63
0.00	0.88	0.45
0.16	0.72	0.50
0.71	0.15	0.82
0.21	0.72	0.57
0.60	0.13	0.85
0.54	0.28	0.82
0.00	0.62	0.45
0.33	0.41	0.60
0.50	0.13	0.72
0.00	1.00	0.49
0.00	0.56	0.60
0.20	0.61	0.57
0.27	0.67	0.47
0.44	0.30	0.73
0.16	0.74	0.50
