sacre_BLEU	TER	CHRF2
0.41	0.36	0.73
0.00	0.77	0.41
0.69	0.22	0.79
0.23	0.65	0.54
0.24	0.62	0.46
0.38	0.53	0.58
0.38	0.32	0.65
0.39	0.55	0.56
0.15	0.81	0.40
0.00	0.57	0.51
0.72	0.49	0.83
0.86	0.07	0.96
0.40	0.62	0.60
0.00	0.54	0.47
0.57	0.38	0.68
0.39	0.46	0.51
0.56	0.37	0.70
0.20	0.97	0.45
0.23	0.63	0.57
0.54	0.32	0.70
0.00	0.78	0.51
0.41	0.37	0.67
0.31	0.54	0.60
0.41	0.40	0.61
0.26	0.59	0.48
0.49	0.42	0.69
0.30	0.57	0.50
0.00	0.57	0.47
0.24	0.60	0.49
0.31	0.62	0.59
0.39	0.60	0.45
0.36	0.69	0.49
0.37	0.49	0.60
0.40	0.44	0.55
0.00	0.67	0.49
0.00	0.86	0.39
0.00	0.80	0.24
0.24	0.64	0.44
0.33	0.47	0.49
0.00	0.27	0.70
0.45	0.45	0.64
0.00	0.90	0.42
0.26	0.82	0.47
0.00	0.50	0.57
0.17	0.71	0.42
0.55	0.36	0.64
0.34	0.55	0.52
0.59	0.53	0.66
0.25	0.75	0.45
0.64	0.24	0.80
0.12	0.74	0.41
0.34	0.56	0.55
0.54	0.47	0.66
0.89	0.14	0.87
0.00	0.68	0.44
0.35	0.76	0.50
0.35	0.52	0.66
0.66	0.35	0.47
0.22	0.92	0.47
0.21	0.59	0.56
0.28	0.70	0.44
0.27	0.50	0.58
0.88	0.21	0.81
0.15	0.73	0.29
0.00	0.94	0.17
0.56	0.42	0.65
0.40	0.42	0.62
0.56	0.47	0.59
0.00	0.68	0.43
0.43	0.49	0.55
0.37	0.62	0.59
0.48	0.36	0.56
0.61	0.67	0.55
0.66	0.30	0.69
0.32	0.52	0.51
0.00	0.54	0.44
0.27	0.60	0.56
0.00	0.87	0.30
0.23	0.72	0.49
0.56	0.32	0.75
0.44	0.52	0.76
0.51	0.43	0.67
0.39	0.58	0.62
0.46	0.40	0.63
0.22	0.63	0.61
0.21	0.67	0.52
0.71	0.15	0.82
0.33	0.54	0.64
0.00	0.80	0.44
0.50	0.28	0.80
0.00	0.62	0.43
0.33	0.41	0.60
1.00	0.00	1.00
0.31	0.67	0.55
0.00	0.56	0.60
0.65	0.17	0.83
0.30	0.44	0.63
0.55	0.30	0.66
0.16	0.68	0.44
0.61	0.34	0.74
0.35	0.40	0.76
0.36	0.47	0.47
0.00	0.72	0.52
