sacre_BLEU	TER	CHRF2
0.66	0.43	0.69
0.00	0.77	0.40
0.38	0.49	0.65
0.23	0.65	0.55
0.21	0.67	0.46
0.38	0.53	0.56
0.41	0.53	0.52
0.27	0.59	0.58
0.16	0.81	0.40
0.00	0.48	0.54
0.64	0.27	0.81
0.57	0.29	0.84
0.41	0.66	0.55
0.00	0.54	0.46
0.47	0.46	0.60
0.39	0.38	0.48
0.55	0.37	0.72
0.16	0.87	0.46
0.23	0.63	0.57
0.77	0.24	0.77
0.00	0.78	0.51
0.34	0.41	0.62
0.31	0.54	0.60
0.35	0.64	0.60
0.42	0.41	0.61
0.53	0.42	0.68
0.25	0.63	0.53
0.31	0.57	0.66
0.18	0.68	0.43
0.17	0.73	0.48
0.22	0.67	0.44
0.26	0.79	0.47
0.35	0.49	0.59
0.31	0.52	0.55
0.00	0.74	0.41
0.00	0.95	0.39
0.00	0.88	0.20
0.00	0.55	0.49
0.33	0.47	0.49
0.00	0.40	0.63
0.40	0.45	0.53
0.19	0.95	0.44
0.36	0.67	0.53
0.34	0.30	0.69
0.14	0.71	0.40
0.24	0.62	0.50
0.14	1.00	0.42
0.74	0.45	0.76
0.20	0.79	0.43
0.17	3.76	0.57
0.00	1.79	0.33
0.33	0.65	0.56
0.42	0.59	0.72
0.89	0.14	0.87
0.00	0.68	0.44
0.32	0.84	0.51
0.00	0.67	0.63
0.41	0.43	0.48
0.21	1.03	0.51
0.00	0.81	0.47
0.19	0.77	0.37
0.23	0.67	0.45
1.00	0.21	0.84
0.17	0.82	0.30
0.00	0.71	0.29
0.35	0.64	0.50
0.00	0.64	0.43
0.47	0.61	0.55
0.28	0.68	0.49
0.43	0.40	0.58
0.40	0.55	0.69
0.56	0.36	0.62
0.39	0.67	0.55
0.55	0.30	0.66
0.26	0.61	0.50
0.40	0.43	0.55
0.24	0.65	0.52
0.00	0.93	0.36
0.39	0.62	0.55
0.54	0.55	0.76
0.43	0.52	0.69
0.27	0.57	0.56
0.21	0.79	0.56
0.49	0.32	0.63
0.00	0.88	0.49
0.15	0.77	0.47
0.71	0.15	0.82
0.27	0.66	0.60
0.38	0.53	0.79
0.80	0.07	0.94
0.00	0.62	0.47
0.33	0.41	0.60
0.50	0.13	0.72
0.31	0.67	0.55
0.00	0.56	0.60
0.24	0.61	0.56
0.56	0.44	0.73
0.32	0.42	0.57
0.00	0.79	0.44
0.60	0.34	0.73
0.55	0.32	0.83
0.47	0.53	0.51
0.27	0.72	0.53
0.49	0.41	0.69
0.19	0.85	0.35
0.21	0.74	0.46
0.55	0.42	0.67
0.36	0.43	0.64
0.54	0.46	0.59
0.50	0.40	0.69
0.00	0.58	0.42
0.30	0.54	0.45
0.26	0.64	0.47
0.51	0.46	0.67
0.39	0.47	0.61
0.52	0.37	0.71
0.31	0.51	0.53
0.27	0.62	0.56
0.18	0.66	0.54
0.21	0.74	0.47
0.41	0.53	0.54
0.42	0.54	0.60
0.54	0.39	0.64
0.25	0.53	0.61
0.38	0.57	0.53
0.44	0.57	0.68
0.54	0.55	0.57
0.55	0.48	0.56
0.58	0.23	0.73
0.56	0.19	0.76
0.59	0.45	0.64
0.67	0.18	0.85
0.00	0.63	0.51
0.41	0.40	0.68
0.43	0.57	0.62
0.74	0.30	0.85
0.69	0.33	0.75
0.92	0.04	0.96
0.22	0.76	0.45
0.60	0.24	0.83
0.55	0.36	0.78
0.56	0.37	0.78
0.70	0.25	0.71
0.79	0.27	0.79
0.77	0.19	0.83
0.36	0.61	0.58
0.39	0.49	0.60
0.64	0.32	0.69
0.43	0.63	0.57
0.26	0.68	0.51
0.49	0.37	0.62
0.53	0.39	0.65
0.48	0.41	0.65
0.39	0.48	0.63
0.41	0.58	0.60
0.43	0.60	0.56
0.24	0.60	0.46
0.56	0.42	0.68
0.46	0.37	0.74
0.43	0.49	0.66
0.48	0.63	0.44
0.75	0.22	0.85
0.30	0.40	0.73
0.00	0.40	0.63
0.53	0.34	0.75
0.56	0.38	0.68
0.29	0.56	0.47
0.00	0.69	0.37
0.54	0.54	0.57
0.32	0.47	0.69
0.68	0.24	0.81
0.23	0.63	0.57
0.67	0.11	0.92
0.53	0.53	0.61
0.72	0.22	0.77
0.52	0.32	0.61
0.37	0.54	0.63
0.19	0.71	0.47
0.00	0.32	0.67
0.37	0.55	0.56
0.42	0.33	0.62
0.60	0.35	0.80
0.68	0.26	0.79
0.45	0.27	0.65
0.22	0.61	0.62
0.58	0.29	0.73
0.45	0.30	0.67
0.00	0.76	0.46
0.44	0.56	0.64
0.41	0.53	0.57
0.32	0.55	0.59
0.34	0.55	0.65
0.19	0.60	0.53
0.40	0.50	0.71
0.44	0.62	0.59
0.00	0.67	0.57
0.24	0.68	0.53
0.14	0.62	0.46
0.34	0.75	0.59
0.00	0.59	0.37
0.00	0.65	0.47
0.40	0.42	0.62
0.00	0.76	0.44
0.00	0.81	0.40
0.29	0.63	0.49
0.13	0.84	0.40
0.34	0.62	0.47
0.27	0.60	0.41
0.00	0.90	0.44
0.00	0.75	0.37
0.52	0.48	0.58
0.22	0.62	0.51
0.00	0.62	0.34
0.18	0.75	0.44
0.00	0.98	0.36
0.17	0.65	0.46
0.20	0.69	0.40
0.59	0.12	0.76
0.43	0.53	0.60
0.00	0.75	0.35
0.13	0.76	0.43
0.38	0.49	0.59
0.20	0.76	0.39
0.20	0.83	0.45
0.00	0.60	0.41
0.00	0.81	0.41
0.00	0.80	0.25
0.00	0.78	0.46
0.72	0.21	0.82
0.37	0.43	0.58
0.66	0.27	0.74
0.25	0.42	0.60
0.62	0.44	0.63
0.69	0.22	0.89
0.63	0.36	0.66
0.00	1.00	0.47
0.45	0.56	0.56
0.59	0.38	0.82
0.21	0.74	0.43
0.62	0.44	0.73
0.00	0.71	0.52
0.00	0.70	0.40
0.49	0.38	0.73
0.29	0.64	0.54
0.00	0.80	0.42
0.47	0.40	0.67
0.00	0.46	0.53
0.35	0.59	0.45
1.00	0.00	1.00
0.66	0.27	0.80
0.25	0.57	0.46
0.46	0.40	0.66
0.56	0.55	0.62
0.00	0.82	0.21
0.42	0.63	0.56
0.25	0.67	0.49
0.51	0.52	0.64
0.18	0.71	0.57
0.22	0.67	0.42
0.54	0.20	0.76
0.34	0.52	0.48
0.64	0.35	0.74
0.54	0.47	0.60
0.46	0.49	0.51
0.00	0.79	0.30
0.28	0.93	0.52
0.00	0.90	0.36
0.19	0.83	0.42
0.00	1.00	0.46
0.62	0.50	0.64
0.00	0.71	0.48
0.51	0.35	0.69
0.25	0.78	0.46
0.14	0.83	0.42
0.29	0.55	0.51
0.00	1.07	0.37
0.23	0.71	0.53
0.00	1.20	0.45
0.49	0.42	0.67
0.52	0.46	0.57
0.00	0.53	0.52
0.52	0.45	0.70
0.51	0.49	0.69
0.29	0.68	0.51
0.37	0.53	0.63
0.35	0.40	0.70
0.24	0.61	0.62
0.33	0.71	0.60
0.00	0.62	0.53
0.23	0.69	0.43
0.13	0.66	0.52
0.35	0.47	0.59
0.29	0.67	0.44
0.00	0.88	0.43
0.70	0.29	0.67
0.19	0.70	0.46
0.38	0.48	0.63
0.00	0.55	0.57
0.21	0.54	0.46
0.34	0.54	0.50
0.29	0.58	0.54
0.38	0.42	0.74
0.32	0.60	0.56
0.18	0.78	0.38
0.23	0.63	0.54
0.86	0.17	0.92
0.60	0.23	0.81
0.83	0.10	0.95
0.67	0.31	0.73
0.00	0.59	0.59
0.00	0.57	0.49
0.78	0.23	0.82
0.98	0.07	0.93
0.75	0.15	0.92
0.67	0.21	0.83
0.44	0.25	0.79
0.40	0.58	0.63
0.47	0.42	0.69
0.55	0.30	0.74
0.45	0.43	0.71
0.61	0.32	0.75
0.49	0.61	0.60
0.67	0.21	0.84
0.51	0.36	0.78
0.00	0.71	0.45
0.00	0.90	0.37
0.50	0.44	0.70
0.36	0.54	0.56
0.21	0.67	0.50
0.49	0.37	0.69
0.63	0.30	0.72
0.19	0.60	0.53
0.55	0.46	0.61
0.45	0.46	0.66
0.00	0.60	0.74
0.00	1.04	0.34
0.33	0.62	0.51
0.33	0.36	0.55
0.31	0.52	0.65
0.31	0.53	0.62
0.00	0.63	0.55
0.37	0.44	0.59
0.21	0.55	0.44
0.51	0.49	0.63
0.78	0.35	0.89
0.32	0.55	0.67
0.56	0.39	0.67
0.50	0.38	0.71
0.00	1.00	0.45
0.46	0.42	0.63
0.21	0.45	0.60
0.26	0.67	0.59
0.41	0.50	0.64
0.28	0.58	0.59
0.61	0.39	0.76
0.00	0.88	0.21
0.00	0.63	0.55
0.42	0.58	0.62
0.59	0.27	0.82
0.45	0.46	0.52
0.37	0.30	0.71
0.23	0.73	0.46
0.29	0.59	0.56
0.41	0.62	0.65
0.00	0.78	0.55
0.00	0.53	0.59
0.34	0.49	0.63
0.21	0.54	0.64
0.29	0.69	0.53
0.31	0.50	0.62
0.00	0.64	0.38
0.31	0.58	0.46
0.37	0.55	0.55
0.00	0.74	0.41
0.00	0.65	0.52
