sacre_BLEU	TER	CHRF2
0.61	0.29	0.79
0.37	0.58	0.61
0.38	0.49	0.65
0.23	0.65	0.53
0.38	0.58	0.57
0.38	0.53	0.58
0.00	0.53	0.46
0.24	0.62	0.52
0.15	0.81	0.39
0.00	0.67	0.48
0.64	0.27	0.81
0.57	0.29	0.84
0.41	0.66	0.55
0.00	0.69	0.40
0.47	0.46	0.66
0.39	0.38	0.49
0.50	0.37	0.67
0.17	0.81	0.46
0.23	0.63	0.56
0.54	0.32	0.70
0.32	0.33	0.69
0.31	0.53	0.62
0.25	0.61	0.55
0.00	0.80	0.51
0.46	0.36	0.61
0.50	0.45	0.70
0.47	0.46	0.61
0.00	0.57	0.47
0.24	0.60	0.49
0.17	0.73	0.50
0.21	0.63	0.41
0.14	0.76	0.41
0.24	0.57	0.57
0.29	0.57	0.53
0.00	0.81	0.45
0.00	0.86	0.39
0.00	0.88	0.20
0.24	0.64	0.44
0.30	0.59	0.43
0.00	0.27	0.70
0.31	0.50	0.50
0.00	1.00	0.41
0.36	0.51	0.53
0.34	0.30	0.69
0.14	0.71	0.39
0.38	0.49	0.55
0.22	0.86	0.41
0.71	0.49	0.74
0.24	0.79	0.44
0.64	0.24	0.80
0.12	0.79	0.44
0.19	0.70	0.57
0.54	0.47	0.73
0.88	0.10	0.90
0.00	0.63	0.45
0.35	0.88	0.58
0.00	0.67	0.63
0.41	0.43	0.48
0.21	0.97	0.45
0.00	0.65	0.53
0.24	0.73	0.46
0.23	0.67	0.45
0.78	0.41	0.72
0.27	0.78	0.33
0.00	0.82	0.14
0.38	0.55	0.54
0.26	0.57	0.52
0.56	0.47	0.59
0.00	0.73	0.34
0.41	0.49	0.57
0.34	0.69	0.63
0.56	0.30	0.64
0.39	0.67	0.55
0.72	0.24	0.73
0.33	0.52	0.53
0.25	0.57	0.48
0.46	0.50	0.63
0.00	0.93	0.36
0.39	0.64	0.55
0.54	0.55	0.76
0.43	0.52	0.69
0.26	0.57	0.53
0.22	0.75	0.55
0.49	0.32	0.63
0.00	0.78	0.48
0.21	0.67	0.52
0.71	0.15	0.82
0.26	0.63	0.60
0.00	0.53	0.59
1.00	0.00	1.00
0.00	0.62	0.41
0.24	0.48	0.57
0.00	0.40	0.67
0.26	0.92	0.54
0.00	0.56	0.60
0.00	0.70	0.54
0.29	0.67	0.69
0.42	0.36	0.62
0.00	0.79	0.41
0.69	0.28	0.81
0.39	0.24	0.80
0.36	0.47	0.47
0.00	0.72	0.52
0.31	0.62	0.59
0.00	0.85	0.37
0.00	0.81	0.31
0.49	0.37	0.65
0.46	0.35	0.72
0.48	0.39	0.63
0.66	0.22	0.77
0.00	0.58	0.42
0.30	0.54	0.45
0.34	0.61	0.49
0.39	0.54	0.62
0.27	0.55	0.55
0.54	0.41	0.69
0.33	0.51	0.53
0.24	0.62	0.54
0.30	0.56	0.59
0.40	0.68	0.54
0.51	0.41	0.67
0.56	0.31	0.68
0.54	0.39	0.63
0.31	0.49	0.63
0.40	0.45	0.54
0.58	0.49	0.68
0.45	0.53	0.59
0.66	0.48	0.54
0.58	0.23	0.70
0.74	0.13	0.85
0.56	0.47	0.62
0.63	0.18	0.77
0.00	0.69	0.50
0.89	0.06	0.93
0.37	0.57	0.57
0.81	0.20	0.86
0.66	0.33	0.69
0.81	0.12	0.91
0.20	0.76	0.43
0.72	0.18	0.84
0.49	0.36	0.71
0.64	0.31	0.84
0.88	0.07	0.90
0.96	0.17	0.82
0.63	0.38	0.83
0.33	0.55	0.63
0.34	0.53	0.58
0.46	0.19	0.79
0.43	0.69	0.47
0.31	0.63	0.51
0.53	0.26	0.69
0.53	0.42	0.66
0.48	0.41	0.65
0.43	0.42	0.65
0.40	0.54	0.56
0.38	0.58	0.57
0.29	0.60	0.46
0.59	0.42	0.67
0.67	0.21	0.83
0.22	0.62	0.54
0.48	0.63	0.46
0.92	0.05	0.91
0.27	0.50	0.67
0.56	0.27	0.74
0.78	0.13	0.88
0.63	0.25	0.77
0.25	0.56	0.48
0.48	0.41	0.49
0.46	0.62	0.49
0.34	0.35	0.69
0.71	0.31	0.74
0.54	0.21	0.74
0.52	0.17	0.83
0.49	0.56	0.59
0.55	0.36	0.74
0.51	0.40	0.60
0.35	0.46	0.65
0.37	0.57	0.57
0.00	0.39	0.58
0.18	0.69	0.49
0.59	0.25	0.71
0.61	0.27	0.76
0.74	0.22	0.86
0.62	0.27	0.69
0.31	0.57	0.66
0.54	0.36	0.69
0.45	0.30	0.67
0.49	0.29	0.68
0.37	0.59	0.56
0.33	0.35	0.62
0.47	0.38	0.64
0.36	0.55	0.64
0.19	0.60	0.53
0.40	0.56	0.75
0.38	0.65	0.56
0.00	0.67	0.57
0.41	0.49	0.71
0.14	0.74	0.42
0.43	0.71	0.67
0.00	0.59	0.38
0.00	0.65	0.47
0.35	0.45	0.59
0.00	0.86	0.40
0.17	0.81	0.46
0.30	0.67	0.45
0.16	0.87	0.43
0.34	0.60	0.46
0.19	0.71	0.37
0.00	0.97	0.45
0.00	0.75	0.41
0.00	0.56	0.40
0.14	0.75	0.36
0.57	0.62	0.52
0.39	0.58	0.55
0.00	0.84	0.38
0.00	0.85	0.39
0.11	0.78	0.39
0.00	0.50	0.69
0.38	0.57	0.54
0.24	0.71	0.37
0.14	0.76	0.41
0.38	0.52	0.59
0.30	0.62	0.51
0.20	0.83	0.46
0.00	0.60	0.38
0.23	0.75	0.42
0.00	0.80	0.26
0.00	0.67	0.54
0.65	0.42	0.73
0.26	0.59	0.51
0.28	0.55	0.55
0.00	0.50	0.51
0.46	0.44	0.64
0.51	0.36	0.74
0.36	0.57	0.46
0.00	1.00	0.46
0.65	0.48	0.68
0.59	0.31	0.83
0.30	0.59	0.44
0.66	0.37	0.75
0.00	0.82	0.44
0.23	0.65	0.52
0.52	0.31	0.79
0.27	0.73	0.56
0.00	0.90	0.40
0.73	0.24	0.86
0.32	0.62	0.70
0.36	0.59	0.47
1.00	0.00	1.00
0.45	0.40	0.66
0.25	0.57	0.46
0.46	0.45	0.67
0.50	0.53	0.65
0.00	0.82	0.29
0.35	0.67	0.57
0.28	0.57	0.54
0.50	0.55	0.63
0.33	0.62	0.57
0.24	0.62	0.43
0.42	0.45	0.63
0.50	0.48	0.55
0.64	0.35	0.74
0.47	0.47	0.62
0.45	0.49	0.57
0.14	0.68	0.35
0.26	0.93	0.51
0.00	1.00	0.47
0.20	0.76	0.39
0.00	0.89	0.31
0.49	0.56	0.51
0.00	0.77	0.44
0.34	0.61	0.58
0.31	0.78	0.45
0.00	0.79	0.47
0.29	0.61	0.55
0.00	0.80	0.37
0.33	0.58	0.61
0.16	0.93	0.55
0.55	0.32	0.72
0.39	0.40	0.61
0.00	0.42	0.53
0.26	0.57	0.57
0.51	0.49	0.69
0.35	0.49	0.62
0.37	0.53	0.63
0.35	0.60	0.59
0.19	0.96	0.51
0.34	0.67	0.63
0.00	0.62	0.57
0.29	0.62	0.49
0.36	0.56	0.56
0.54	0.37	0.69
0.21	0.55	0.48
0.00	0.88	0.42
0.58	0.46	0.60
0.00	0.70	0.38
0.45	0.30	0.71
0.00	0.55	0.57
0.20	0.69	0.41
0.22	0.50	0.50
0.36	0.53	0.52
0.54	0.53	0.80
0.27	0.69	0.51
0.21	0.72	0.40
0.34	0.63	0.57
1.00	0.00	1.00
0.48	0.40	0.70
0.75	0.20	0.90
0.67	0.23	0.71
0.00	0.74	0.43
0.00	0.52	0.54
0.65	0.31	0.80
0.56	0.27	0.76
0.75	0.15	0.92
0.67	0.16	0.89
0.44	0.25	0.78
0.41	0.50	0.65
0.47	0.42	0.69
0.55	0.30	0.74
0.45	0.43	0.70
0.61	0.32	0.75
0.46	0.61	0.58
0.47	0.42	0.65
0.44	0.48	0.71
0.00	0.71	0.45
0.00	0.70	0.34
0.45	0.44	0.67
0.32	0.57	0.55
0.46	0.43	0.67
0.59	0.26	0.74
0.57	0.30	0.68
0.18	0.68	0.44
0.62	0.29	0.69
0.48	0.39	0.66
0.00	0.60	0.74
0.00	0.88	0.35
0.32	0.57	0.53
0.35	0.48	0.49
0.23	0.56	0.61
0.28	0.58	0.56
0.00	0.74	0.53
0.33	0.36	0.62
0.21	0.55	0.43
0.33	0.74	0.61
0.78	0.35	0.89
0.32	0.55	0.67
0.53	0.36	0.68
0.50	0.38	0.71
0.00	0.43	0.48
0.55	0.38	0.65
0.20	0.49	0.54
0.39	0.61	0.60
0.53	0.31	0.73
0.18	0.70	0.50
0.36	0.56	0.61
0.00	0.88	0.42
0.26	0.42	0.64
0.41	0.58	0.63
1.00	0.00	1.00
0.45	0.46	0.52
0.48	0.26	0.78
0.21	0.82	0.46
0.26	0.67	0.51
0.41	0.62	0.65
0.29	0.61	0.58
0.20	0.63	0.62
0.36	0.49	0.64
0.43	0.38	0.72
0.34	0.65	0.56
0.33	0.42	0.62
0.00	0.57	0.39
0.31	0.58	0.46
0.37	0.55	0.54
0.00	0.74	0.61
0.00	0.65	0.55
0.53	0.32	0.79
0.42	0.43	0.59
0.84	0.10	0.86
0.15	0.96	0.47
0.45	0.28	0.71
0.30	0.68	0.52
0.26	0.73	0.52
0.32	0.46	0.59
0.18	0.67	0.55
0.43	0.52	0.69
0.55	0.61	0.61
0.11	0.74	0.42
0.00	0.76	0.47
0.42	0.43	0.59
0.15	0.70	0.48
0.54	0.33	0.70
0.22	0.79	0.46
0.24	0.70	0.49
0.50	0.46	0.55
0.49	0.54	0.54
0.39	0.65	0.55
0.52	0.42	0.70
0.23	0.93	0.34
0.23	0.76	0.42
0.22	0.79	0.46
0.38	0.58	0.52
0.33	0.60	0.59
0.23	0.69	0.49
0.18	0.63	0.59
0.00	0.53	0.46
0.39	0.52	0.53
0.00	0.71	0.47
0.51	0.27	0.75
0.38	0.57	0.56
0.31	0.60	0.52
0.00	0.56	0.42
0.00	0.45	0.50
0.00	0.67	0.46
0.48	0.48	0.62
0.33	0.89	0.65
0.38	0.25	0.68
0.24	0.40	0.63
0.59	0.42	0.68
0.44	0.27	0.82
0.46	0.82	0.46
0.46	0.53	0.56
0.00	0.45	0.50
0.44	0.55	0.65
0.76	0.12	0.79
0.18	0.77	0.36
0.46	0.26	0.71
0.00	0.69	0.30
0.82	0.23	0.77
0.23	0.62	0.66
0.36	0.76	0.55
0.39	0.43	0.66
0.16	0.76	0.47
0.37	0.61	0.56
0.28	0.74	0.50
0.27	0.68	0.58
0.33	0.58	0.56
0.45	0.53	0.58
0.00	0.75	0.36
0.39	0.48	0.62
0.18	0.58	0.61
0.58	0.45	0.66
0.54	0.47	0.66
0.38	0.54	0.66
0.28	0.48	0.48
0.49	0.33	0.74
0.44	0.37	0.71
0.28	0.76	0.48
0.61	0.45	0.64
0.75	0.17	0.84
0.28	0.65	0.49
0.41	0.64	0.58
0.39	0.51	0.62
0.29	0.48	0.61
0.66	0.27	0.79
0.25	0.71	0.53
0.32	0.62	0.54
0.00	0.48	0.54
0.33	0.51	0.64
0.00	0.62	0.49
0.60	0.58	0.55
0.55	0.41	0.70
0.00	1.05	0.45
0.16	0.62	0.54
0.28	0.61	0.52
0.00	0.68	0.50
0.21	0.57	0.51
0.69	0.33	0.85
0.27	0.67	0.51
0.00	0.71	0.34
0.40	0.57	0.62
0.40	0.53	0.70
0.48	0.59	0.56
0.34	0.77	0.48
0.00	0.91	0.42
0.27	0.68	0.54
0.52	0.55	0.55
0.00	0.75	0.56
0.25	0.55	0.49
0.54	0.51	0.63
0.19	0.71	0.52
0.37	0.58	0.51
0.28	0.77	0.48
0.36	0.57	0.48
0.22	0.67	0.44
